Y,X1,X2,regret,iteration
0.8856733,-0.8106823,0.106381655,0.1120643,0.0
0.92006755,-0.74704325,0.10638166,0.1120643,1.0
0.94933176,-0.6809046,0.10638168,0.1120643,2.0
0.9441091,-0.67831427,0.109768935,0.1120643,3.0
0.95341176,-0.6839353,0.14421386,0.1120643,4.0
0.94986415,-0.67831427,0.109768935,0.1120643,5.0
0.9458871,-0.67835695,0.1105694,0.1120643,6.0
0.9456952,-0.67831427,0.109768935,0.1120643,7.0
0.9465366,-0.67831427,0.109768935,0.1120643,8.0
0.94642556,-0.67850053,0.11153476,0.1120643,9.0
0.95002604,-0.67831427,0.109768935,0.1120643,10.0
0.9402176,-0.67831427,0.109768935,0.1120643,11.0
0.94005525,-0.67831427,0.109768935,0.1120643,12.0
0.94233817,-0.67831427,0.109768935,0.1120643,13.0
0.95429766,-0.6868947,0.15262502,0.1120643,14.0
0.95399106,-0.67831427,0.109768935,0.1120643,15.0
0.9467935,-0.67867893,0.11419629,0.1120643,16.0
0.9568213,-0.6784576,0.11055355,0.1120643,17.0
0.94165844,-0.67831427,0.109768935,0.1120643,18.0
0.9556596,-0.67831427,0.109768935,0.1120643,19.0
0.94656837,-0.67831427,0.109768935,0.1120643,20.0
0.938896,-0.6811118,0.07981175,0.1120643,21.0
0.94123614,-0.68154705,0.07759877,0.1120643,22.0
0.9318699,-0.68154705,0.07759877,0.1120643,23.0
0.93812436,-0.68154705,0.07759877,0.1120643,24.0
0.94528824,-0.67842084,0.10989596,0.1120643,25.0
0.9431937,-0.68154705,0.07759877,0.1120643,26.0
0.94679105,-0.68154705,0.07759877,0.1120643,27.0
0.9396479,-0.68154705,0.07759877,0.1120643,28.0
0.94531417,-0.68154705,0.07759877,0.1120643,29.0
0.9481546,-0.68154705,0.07759877,0.1120643,30.0
0.9346359,-0.68154705,0.07759877,0.1120643,31.0
0.93965036,-0.68154705,0.07759877,0.1120643,32.0
0.9452371,-0.68154705,0.07759877,0.1120643,33.0
0.9432411,-0.68154705,0.07759877,0.1120643,34.0
0.94791937,-0.68154705,0.07759877,0.1120643,35.0
0.9399691,-0.68154705,0.07759877,0.1120643,36.0
0.9352031,-0.68154705,0.07759877,0.1120643,37.0
0.95022875,-0.68154705,0.07759877,0.1120643,38.0
0.9505636,-0.68154705,0.07759877,0.1120643,39.0
0.9438417,-0.68154705,0.07759877,0.1120643,40.0
0.9458884,-0.68154705,0.07759877,0.1120643,41.0
