Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,regret,iteration
0.20287357,-0.11614239,-0.511391,-0.034270927,-0.34904367,-0.02001642,-0.04932857,0.0010220993,0.033707373,-0.014584683,0.005904427,0.7070826,0.0
0.30730197,-0.07935858,-0.40552148,-0.03427091,-0.34904367,-0.02001642,-0.04932857,0.0010221007,0.033707373,-0.014584683,0.005904427,0.5258171,1.0
0.47361732,-0.022591963,-0.24232045,-0.034270935,-0.34904367,-0.020016415,-0.049328577,0.0010221007,0.033707373,-0.014584683,0.0059044263,0.40965068,2.0
0.59207183,0.06531016,0.012427211,-0.034270935,-0.34904364,-0.020016434,-0.04932858,0.0010220768,0.03370737,-0.014584687,0.0059044217,0.6582778,3.0
0.35023713,0.17658049,0.3319636,-0.0342709,-0.34904367,-0.02001639,-0.04932858,0.0010220768,0.03370737,-0.014584687,0.0059044217,0.83773655,4.0
0.15856501,0.24099103,0.51893413,-0.034270935,-0.34904367,-0.02001639,-0.04932858,0.0010220765,0.03370737,-0.014584687,0.0059044217,0.8936691,5.0
0.10467017,0.2688507,0.60063136,-0.034270935,-0.34904367,-0.02001639,-0.04932858,0.0010220765,0.03370737,-0.014584687,0.0059044217,0.9212526,6.0
0.07554527,0.28681642,0.652596,-0.034270935,-0.34904367,-0.02001639,-0.04932858,0.0010220765,0.03370737,-0.014584687,0.0059044217,0.936929,7.0
0.06903925,0.29894006,0.6886624,-0.03427093,-0.34904367,-0.020016387,-0.04932858,0.0010220765,0.03370737,-0.014584687,0.0059044217,0.9488932,8.0
0.041356977,0.3102472,0.72101015,-0.034270927,-0.34904367,-0.020016387,-0.049328577,0.0010220761,0.03370737,-0.014584687,0.005904421,0.95442814,9.0
0.04836358,0.3162808,0.73815197,-0.034270927,-0.34904367,-0.020016385,-0.04932858,0.0010220761,0.03370737,-0.014584687,0.005904421,0.9605621,10.0
0.046033636,0.3238045,0.7590874,-0.034270927,-0.34904367,-0.020016385,-0.04932858,0.0010220761,0.03370737,-0.014584687,0.005904421,0.96570134,11.0
0.024844065,0.32885948,0.77935827,-0.034270927,-0.34904367,-0.020016389,-0.04932858,0.0010220761,0.03370737,-0.014584687,0.0059044207,0.96759075,12.0
0.041576732,0.33094192,0.7858866,-0.034270927,-0.34904367,-0.020016389,-0.04932858,0.0010220761,0.03370737,-0.014584687,0.0059044207,0.97108364,13.0
0.033163615,0.33718416,0.8030643,-0.03511132,-0.34939283,-0.019839056,-0.049245216,0.0010332116,0.03370216,-0.014582424,0.0059074913,0.97370505,14.0
0.03621908,0.3459118,0.8132443,-0.03511132,-0.34939283,-0.019839058,-0.049245216,0.0010332116,0.03370216,-0.014582424,0.0059074913,0.9763005,15.0
0.031197157,0.3514463,0.8273853,-0.035111316,-0.34939283,-0.019839058,-0.049245216,0.0010332116,0.03370216,-0.014582424,0.0059074913,0.9783122,16.0
0.016431756,0.35459998,0.8392255,-0.03458194,-0.3495352,-0.019762246,-0.049243513,0.0009417242,0.03371073,-0.014583618,0.005903958,0.9788602,17.0
