Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,regret,iteration
0.19308008,-0.50627667,-0.06794058,0.37554732,-0.0163266,0.00010815839,-0.00024898868,-0.00017261977,-1.6695012e-06,-3.0321146e-08,0.000119730845,0.79989994,0.0
0.20703931,-0.5485796,-0.06059053,0.28460377,-0.0163266,0.00010815839,-0.00024898868,-0.00017261977,-1.6695012e-06,-3.0321146e-08,0.000119730845,0.79989994,1.0
0.2106508,-0.593887,-0.05228074,0.18616256,-0.016555175,-7.089219e-05,-0.00025213463,-0.00017967593,-6.017427e-07,-1.1927678e-07,0.00011905603,0.79989994,2.0
0.19256431,-0.63946825,-0.046683915,0.08534382,-0.016555171,-7.0875096e-05,-0.00025213425,-0.00017967533,-6.017995e-07,-1.1927678e-07,0.00011905603,0.79989994,3.0
0.15521318,-0.6806591,-0.039427824,-0.005786419,-0.016555171,-7.0875096e-05,-0.00025213425,-0.00017967533,-6.017995e-07,-1.1927678e-07,0.00011905603,0.79989994,4.0
0.12030035,-0.7127526,-0.033354428,-0.077223405,-0.01597248,0.0004743808,-0.00025213425,-0.00017967533,-6.017995e-07,-1.1927678e-07,0.00011905603,0.79989994,5.0
0.11515853,-0.73584056,-0.029278113,-0.13054952,-0.015467922,0.0008777341,-0.00025213425,-0.00017967533,-6.017995e-07,-1.1927678e-07,0.00011905603,0.79989994,6.0
0.085935965,-0.757847,-0.025877954,-0.18112935,-0.014987794,0.00088314305,-0.00026800108,-0.00018616326,-2.1274593e-06,1.4768684e-05,0.00012664954,0.79989994,7.0
0.074594386,-0.773568,-0.023261076,-0.21593037,-0.014987799,0.0008831411,-0.0002680019,-0.00018616357,-2.127385e-06,1.4769155e-05,0.00012664913,0.79989994,8.0
0.059031405,-0.78674465,-0.02127177,-0.2446741,-0.015108275,0.0008670148,-0.0002680019,-0.00018616357,-2.127385e-06,1.4769155e-05,0.00012664913,0.79989994,9.0
0.06616819,-0.7960844,-0.019853702,-0.26524302,-0.015108278,0.00086701266,-0.00026800125,-0.00018616313,-2.1274152e-06,1.4768705e-05,0.00012664877,0.79989994,10.0
0.045530785,-0.8070691,-0.018476915,-0.28963184,-0.015108278,0.00086701266,-0.00026800125,-0.00018616313,-2.1274152e-06,1.4768705e-05,0.00012664877,0.79989994,11.0
0.04279736,-0.813314,-0.01739556,-0.30298993,-0.015111461,0.0008624184,-0.00026811459,-0.00018618866,-2.1414396e-06,1.47771625e-05,0.0001266913,0.79989994,12.0
0.036634736,-0.8185055,-0.016473463,-0.31508687,-0.015111462,0.0008624175,-0.00026811633,-0.00018618864,-2.1414357e-06,1.4777131e-05,0.00012669129,0.79989994,13.0
0.04047686,-0.82264084,-0.015900506,-0.32374623,-0.015111464,0.0008624175,-0.00026811633,-0.00018618864,-2.1414357e-06,1.4777131e-05,0.00012669129,0.79989994,14.0
0.0430439,-0.82745445,-0.015028422,-0.33453557,-0.0150179295,0.00083336025,-0.00023770184,-0.000185444,-2.9954313e-06,1.51227805e-05,0.00012775593,0.79989994,15.0
