Y,X1,X2,regret,iteration
0.7257625,-0.16766143,0.9314263,0.27653795,0.0
0.7503568,-0.1597124,0.8800196,0.27653795,1.0
0.78969,-0.15208897,0.82675743,0.27653795,2.0
0.79468113,-0.12446052,0.78564256,0.27653795,3.0
0.8068238,-0.17229721,0.77963537,0.27653795,4.0
0.7990717,-0.124384925,0.7859113,0.27653795,5.0
0.80856156,-0.12750581,0.7848267,0.27653795,6.0
0.80062133,-0.13574648,0.7827416,0.27653795,7.0
0.80930746,-0.18238509,0.78019226,0.27653795,8.0
0.79108673,-0.13180718,0.7837809,0.27653795,9.0
0.7867521,-0.11639117,0.7883273,0.27653795,10.0
0.79281247,-0.1411419,0.7818923,0.27653795,11.0
0.79783094,-0.16512014,0.7795106,0.27653795,12.0
0.8113373,-0.16559543,0.77945447,0.27653795,13.0
0.81602496,-0.18179248,0.7801969,0.27653795,14.0
0.8127762,-0.18266585,0.7802603,0.27653795,15.0
0.79546136,-0.13617504,0.78281885,0.27653795,16.0
0.8003019,-0.13617504,0.78281885,0.27653795,17.0
0.80540437,-0.14155991,0.7815853,0.27653795,18.0
0.8089685,-0.13617504,0.78281885,0.27653795,19.0
0.80500555,-0.1723725,0.77972114,0.27653795,20.0
0.79308456,-0.10931322,0.79115766,0.27653795,21.0
0.8060645,-0.13617504,0.78281885,0.27653795,22.0
0.80053264,-0.13617504,0.78281885,0.27653795,23.0
0.8106489,-0.13617504,0.78281885,0.27653795,24.0
0.8029041,-0.13617504,0.78281885,0.27653795,25.0
0.81264657,-0.16584936,0.77951676,0.27653795,26.0
0.79998577,-0.13617504,0.78281885,0.27653795,27.0
0.8101253,-0.13617504,0.78281885,0.27653795,28.0
0.78733903,-0.12071783,0.78689855,0.27653795,29.0
0.8041414,-0.13617504,0.78281885,0.27653795,30.0
0.8071232,-0.12404582,0.7859113,0.27653795,31.0
0.79328567,-0.12404582,0.7859113,0.27653795,32.0
0.80874974,-0.13617504,0.78281885,0.27653795,33.0
0.79314065,-0.12404582,0.7859113,0.27653795,34.0
0.8044917,-0.13617504,0.78281885,0.27653795,35.0
0.79857165,-0.13617504,0.78281885,0.27653795,36.0
0.80062175,-0.12404582,0.7859113,0.27653795,37.0
0.7953968,-0.13617504,0.78281885,0.27653795,38.0
0.79747283,-0.13617504,0.78281885,0.27653795,39.0
0.8072977,-0.16438515,0.77951676,0.27653795,40.0
0.7943118,-0.12404582,0.7859113,0.27653795,41.0
0.80767363,-0.12404582,0.7859113,0.27653795,42.0
0.79394966,-0.12404582,0.7859113,0.27653795,43.0
0.81061286,-0.13617504,0.78281885,0.27653795,44.0
0.7976409,-0.13617504,0.78281885,0.27653795,45.0
0.80095285,-0.12404582,0.7859113,0.27653795,46.0
0.8009908,-0.12404582,0.7859113,0.27653795,47.0
0.7948034,-0.13617504,0.78281885,0.27653795,48.0
0.8037577,-0.12404582,0.7859113,0.27653795,49.0
0.80319583,-0.13614188,0.7828219,0.27653795,50.0
0.8113495,-0.16084704,0.77963537,0.27653795,51.0
0.8021519,-0.12404582,0.7859113,0.27653795,52.0
0.7996423,-0.13617504,0.78281885,0.27653795,53.0
0.8051225,-0.13617504,0.78281885,0.27653795,54.0
0.7918877,-0.12404582,0.7859113,0.27653795,55.0
0.79710186,-0.13617504,0.78281885,0.27653795,56.0
0.7931793,-0.12404582,0.7859113,0.27653795,57.0
0.8077332,-0.13617504,0.78281885,0.27653795,58.0
0.8044739,-0.13617504,0.78281885,0.27653795,59.0
0.79730356,-0.13617504,0.78281885,0.27653795,60.0
0.7951881,-0.12404582,0.7859113,0.27653795,61.0
0.8002086,-0.12404582,0.7859113,0.27653795,62.0
0.8009313,-0.13617504,0.78281885,0.27653795,63.0
0.8010874,-0.13617504,0.78281885,0.27653795,64.0
0.7995301,-0.13617504,0.78281885,0.27653795,65.0
0.7943891,-0.13617504,0.78281885,0.27653795,66.0
0.81001204,-0.13617504,0.78281885,0.27653795,67.0
0.78844637,-0.12404582,0.7859113,0.27653795,68.0
0.8105902,-0.13617504,0.78281885,0.27653795,69.0
0.7912609,-0.13617504,0.78281885,0.27653795,70.0
0.79923475,-0.12404582,0.7859113,0.27653795,71.0
0.7948879,-0.12404582,0.7859113,0.27653795,72.0
0.79603887,-0.13617504,0.78281885,0.27653795,73.0
0.79900825,-0.12404582,0.7859113,0.27653795,74.0
0.79725915,-0.12404582,0.7859113,0.27653795,75.0
0.79290324,-0.13617504,0.78281885,0.27653795,76.0
0.8078976,-0.13617504,0.78281885,0.27653795,77.0
0.80228937,-0.13617504,0.78281885,0.27653795,78.0
0.78988916,-0.12404582,0.7859113,0.27653795,79.0
0.7999541,-0.13617504,0.78281885,0.27653795,80.0
0.80718946,-0.13617504,0.78281885,0.27653795,81.0
0.79760516,-0.12404582,0.7859113,0.27653795,82.0
0.8037996,-0.13617504,0.78281885,0.27653795,83.0
0.80790895,-0.13617504,0.78281885,0.27653795,84.0
0.7931053,-0.13617504,0.78281885,0.27653795,85.0
0.7923869,-0.13617504,0.78281885,0.27653795,86.0
0.79402757,-0.13617504,0.78281885,0.27653795,87.0
0.8034878,-0.13617504,0.78281885,0.27653795,88.0
0.7955057,-0.12404582,0.7859113,0.27653795,89.0
0.8107396,-0.13617504,0.78281885,0.27653795,90.0
0.7978047,-0.13617504,0.78281885,0.27653795,91.0
0.8043232,-0.12404582,0.7859113,0.27653795,92.0
