Y,X1,X2,X3,X4,X5,X6,regret,iteration
0.33920702,0.4354859,0.3740843,0.464095,0.073688686,0.46153343,0.6576401,0.6563122,0.0
0.34255582,0.4306847,0.3532091,0.4634428,0.07268623,0.47384742,0.65089947,0.66886735,1.0
0.32433417,0.4257059,0.33179325,0.4625709,0.072134025,0.4857094,0.64372486,0.6745585,2.0
0.31963485,0.42079023,0.31218702,0.4620812,0.07143904,0.49684665,0.63728607,0.68205947,3.0
0.32019666,0.4161784,0.2930708,0.46145758,0.07101869,0.5078973,0.6309238,0.6907693,4.0
0.30919835,0.41204813,0.27374247,0.4607779,0.07024892,0.5188833,0.624566,0.7003663,5.0
0.29485148,0.40783492,0.2555077,0.46041074,0.07017408,0.52951187,0.618812,0.7088536,6.0
0.29405072,0.40376028,0.23855169,0.45985013,0.069843575,0.53912205,0.61327606,0.7174493,7.0
0.28536466,0.3997109,0.22173183,0.45935243,0.069354504,0.5488288,0.6078148,0.7267033,8.0
0.28179953,0.3952405,0.20553903,0.4588019,0.068544365,0.5576052,0.60285485,0.7335508,9.0
0.27320695,0.39120474,0.18969938,0.45810324,0.06811175,0.566368,0.59789014,0.7416378,10.0
0.25486022,0.38721585,0.17484464,0.45762682,0.06771447,0.57488656,0.5930168,0.7492564,11.0
0.24316114,0.3836895,0.16186756,0.4566738,0.067880504,0.58265674,0.5884996,0.75590277,12.0
0.23838677,0.3806418,0.14956929,0.45575008,0.06762686,0.589563,0.5849344,0.7620949,13.0
0.23059174,0.37573662,0.13977642,0.45579502,0.06629888,0.5975748,0.5804264,0.76851714,14.0
0.2207402,0.37412092,0.12918638,0.4546615,0.066624776,0.6045131,0.57622373,0.77476895,15.0
0.2165208,0.37300444,0.12050496,0.4546727,0.06525905,0.61286324,0.57409453,0.78347117,16.0
0.21436699,0.3671912,0.11079405,0.45489195,0.06529672,0.6165813,0.57409453,0.7820161,17.0
0.22621207,0.36407602,0.100946926,0.45399404,0.06504333,0.62154186,0.57206017,0.78687394,18.0
0.21879457,0.36327446,0.09136285,0.4524121,0.06424797,0.6257846,0.570234,0.78786725,19.0
0.2181003,0.36015937,0.07981003,0.4526711,0.06411338,0.62798417,0.570234,0.7902069,20.0
0.2153079,0.35697526,0.068332106,0.45446226,0.06336371,0.62799406,0.5694864,0.7890647,21.0
0.21487999,0.35672998,0.058696367,0.45621645,0.063217945,0.63380975,0.5664987,0.79103667,22.0
0.20192716,0.35393667,0.048218634,0.454716,0.06271038,0.6377226,0.5650074,0.79549503,23.0
0.20435378,0.35046485,0.041633703,0.45316586,0.06334695,0.6429389,0.56229305,0.7989094,24.0
