Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,regret,iteration
0.20009996,-0.11614239,-0.511391,-0.034270927,-0.34904367,-0.02001642,-0.04932857,0.0010220993,0.033707373,-0.014584683,0.005904427,0.79990005,0.0
0.03655323,0.27736092,0.32162273,0.16037989,-0.16116107,-0.17277694,-0.63094544,0.042571306,-0.20769942,0.14506054,-0.31818783,0.79990005,1.0
0.0014592895,0.049331784,0.7469586,0.3050549,-0.25131285,0.47921538,0.260355,-0.21381748,-0.19181216,-0.57800364,0.44924796,0.79990005,2.0
6.7504295e-09,0.36522818,0.94821465,-0.8995247,-0.94010615,0.40697062,-0.74770796,-0.27191043,0.85340273,0.37356067,0.55811894,0.79990005,3.0
1.7102279e-06,-0.389701,-0.663581,0.72853744,-0.37961066,-0.6599679,0.6999903,0.27820158,-0.51720834,-0.06817496,0.8817885,0.79990005,4.0
0.00016133909,-0.07290876,0.12502897,0.87186396,0.655772,0.36853468,0.57501554,0.22045624,-0.57313025,-0.25912797,0.2473495,0.79990005,5.0
7.984395e-09,-0.09002733,0.7462573,0.8266058,-0.9794456,0.42482257,-0.98271155,0.6754087,0.015645742,0.5363084,0.75073576,0.79990005,6.0
1.0614778e-07,0.14494395,0.7244351,0.73922265,-0.34976542,-0.7951094,-0.7849461,0.3660742,-0.23229873,0.71467173,0.92354715,0.79990005,7.0
2.4612524e-07,-0.0039948225,0.62123847,-0.7216314,0.60925925,0.869437,-0.6593765,0.45505726,0.3785175,0.97268856,0.19819474,0.79990005,8.0
9.743497e-07,0.8741667,-0.7237189,-0.3707,0.5763453,-0.60848093,-0.5413312,0.88215697,0.12155187,0.45284116,-0.20375407,0.79990005,9.0
0.00013539434,0.31119013,-0.7201042,0.8817253,0.3692453,-0.39105082,0.12486184,0.31138527,-0.5970532,-0.027347326,-0.27380002,0.79990005,10.0
1.0160444e-07,-0.37240624,-0.6047716,-0.76165855,-0.19794512,-0.82368565,-0.9888568,0.1484425,0.7271488,0.8176067,0.16200864,0.79990005,11.0
1.8390574e-07,-0.60396135,0.12562835,0.9072212,-0.07571566,0.913978,-0.74136686,-0.36406446,0.6224786,0.79584277,0.35987115,0.79990005,12.0
4.6027745e-07,-0.16761565,0.9966649,-0.78649604,-0.18990684,0.19041753,0.45668507,0.7333894,0.21898639,-0.5011765,-0.9433819,0.79990005,13.0
4.6862567e-07,-0.4313407,-0.6316756,-0.7044085,-0.36864042,0.8420348,-0.3275125,0.14768136,-0.9051243,0.45549762,0.74925613,0.79990005,14.0
0.0014312171,-0.32044852,0.5328809,0.488878,0.41732454,0.06530082,-0.3979224,0.64456844,0.4699192,0.11717725,0.15769315,0.79990005,15.0
2.7837892e-08,0.047881603,-0.55348814,-0.71848905,-0.34060287,0.5435437,-0.82728124,0.9656465,0.66446257,-0.43217206,-0.93153,0.79990005,16.0
0.00017652065,0.59612775,-0.9402157,-0.2291007,-0.5617806,-0.3192855,0.40531147,-0.22365296,0.27840102,-0.23814619,0.3203088,0.79990005,17.0
2.3332625e-05,0.54353666,-0.21253967,0.72749186,0.2268604,-0.7977756,0.070616126,0.70410085,-0.38654327,-0.23613274,0.63461363,0.79990005,18.0
1.944325e-06,-0.97755086,0.5761709,0.79208887,-0.722806,0.16052759,-0.38653016,-0.20308053,0.06706679,-0.69977355,0.37365723,0.79990005,19.0
3.520382e-08,0.6199205,0.9283749,0.9457557,-0.21341479,-0.08917856,-0.61238384,0.9024297,-0.38415945,-0.30515575,0.81627333,0.79990005,20.0
5.748708e-05,0.27936387,-0.6210388,-0.20291746,0.5110136,-0.100969076,0.21267235,0.7870953,0.9414542,0.33650732,0.020673513,0.79990005,21.0
3.4723605e-08,0.94855547,0.21701121,-0.7772608,0.37372947,-0.49111485,0.27209175,-0.35843563,0.965616,0.7341175,-0.8296118,0.79990005,22.0
4.243594e-06,0.6600598,0.8628602,0.9846109,0.85133815,0.020701766,0.443861,0.035863876,-0.11653435,0.07596028,-0.0022684336,0.79990005,23.0
8.847994e-08,-0.9111377,0.66265357,-0.21302617,-0.682047,0.28718376,0.29718006,-0.43670785,-0.67279744,-0.96840155,0.72685003,0.79990005,24.0
2.6281428e-05,-0.9508084,0.62322307,-0.41143513,0.0086945295,0.36074793,-0.15254533,-0.4044472,0.58825254,0.52961254,-0.4809847,0.79990005,25.0
1.9803028e-05,-0.4823321,0.71063256,0.24377382,-0.29530275,-0.8055643,-0.77410865,-0.20246744,0.5103822,-0.3025849,0.42653084,0.79990005,26.0
3.1405142e-07,0.8781117,0.6325164,-0.6993245,-0.55931675,0.4831202,0.63660836,-0.0068176985,0.53007627,0.89305115,0.23051417,0.79990005,27.0
4.516113e-05,-0.166569,0.25829637,0.6572802,-0.5625535,0.10283291,-0.008572102,-0.34859312,-0.75245285,-0.96628,-0.16225052,0.79990005,28.0
4.3677614e-06,0.42795944,-0.6838201,0.6267327,0.25193608,0.68971765,-0.66458726,-0.94399834,0.3390863,-0.23396671,0.007106781,0.79990005,29.0
6.55151e-08,-0.46471143,-0.8397585,-0.79348123,0.10462463,0.7067139,0.8623899,-0.6048274,-0.4267503,0.7755225,0.42545044,0.79990005,30.0
1.687993e-08,0.981218,-0.4582206,-0.8213724,-0.51044846,-0.7875147,0.5575478,-0.08545399,-0.8789526,0.43260086,-0.68430805,0.79990005,31.0
9.225864e-07,-0.42309844,-0.1164459,-0.08759642,-0.7048595,0.9603201,-0.78592944,-0.31923032,-0.6982769,-0.49890816,0.6313807,0.79990005,32.0
2.447209e-09,0.7499248,-0.61295223,0.42002547,-0.82852817,-0.9834508,-0.49941707,0.7427553,0.42390656,-0.8659072,0.6770011,0.79990005,33.0
2.4177e-05,0.011841655,0.36585367,-0.028962135,0.98006463,0.5748658,-0.34030437,0.8128569,0.37437868,-0.010740519,0.5611452,0.79990005,34.0
1.6971567e-06,-0.52681744,0.30948782,-0.5070776,-0.17044544,0.070384145,-0.57728326,0.63706255,-0.87766683,0.38631105,0.99927306,0.79990005,35.0
0.0003095857,0.51401484,-0.2264353,0.022862434,-0.23123527,0.47320879,0.4669869,0.44258153,0.5670767,-0.8301971,-0.043666482,0.79990005,36.0
7.902988e-09,-0.53082013,0.38434076,-0.9399322,-0.36771798,-0.54076636,-0.7133943,-0.7927635,0.76624,-0.83680344,-0.70613885,0.79990005,37.0
4.8093074e-07,0.2941047,0.32318473,-0.706761,-0.5001658,0.6011964,0.929369,0.9447646,0.7591281,-0.012588382,0.045662403,0.79990005,38.0
1.3825064e-06,-0.2887572,0.61053896,-0.66568935,-0.91451216,-0.49483275,-0.41333437,-0.8812101,0.56464267,-0.20508766,-0.29012322,0.79990005,39.0
1.9373988e-06,-0.1096344,0.6734437,0.8235303,-0.587059,-0.883896,0.5902754,-0.3287568,-0.15697896,0.6427412,0.35301173,0.79990005,40.0
3.053785e-09,-0.9613881,-0.33865273,0.88150585,0.61122847,0.33503318,0.034054875,-0.70381546,0.67006576,-0.9689344,0.84589005,0.79990005,41.0
8.969666e-06,-0.47678173,0.9770256,-0.33966672,0.21917582,0.54735947,-0.43979108,0.35960007,0.7828797,-0.159055,-0.5473336,0.79990005,42.0
1.1036755e-06,0.542634,-0.11560774,0.04485035,-0.35275865,0.9912598,0.6677828,-0.83211553,0.5212815,-0.7749288,0.04187548,0.79990005,43.0
1.8627066e-05,-0.24307728,-0.034355998,0.44597793,-0.3779124,-0.10451269,-0.7630336,-0.49299443,-0.7192503,-0.1456492,0.9726362,0.79990005,44.0
2.6794362e-09,0.9960495,-0.9438801,0.119817376,0.63881385,0.9619787,-0.52908194,-0.63521147,-0.34900713,-0.5109228,-0.79829717,0.79990005,45.0
1.2987632e-06,0.8015884,-0.6436162,-0.50075257,0.7208446,0.6424378,0.11986041,-0.6146858,0.79221845,0.31472063,-0.1725632,0.79990005,46.0
2.8214735e-09,-0.04682362,-0.5842035,0.57673836,0.96343434,-0.49596405,0.79327464,-0.46681857,0.7623763,-0.8365551,0.9710591,0.79990005,47.0
2.7689142e-08,-0.6674831,-0.42772293,0.6147342,0.2917056,-0.7713444,-0.42845535,0.9830184,0.6380788,-0.78666115,0.69873726,0.79990005,48.0
7.160683e-05,0.6089622,0.71096957,-0.057955503,0.48311114,0.56086373,-0.6089308,-0.08167815,-0.4179603,-0.5674908,0.2902404,0.79990005,49.0
0.00031251472,0.3103571,-0.32678103,-0.123102546,-0.08034825,-0.5478759,-0.6384158,0.3048284,-0.19804823,-0.8758371,-0.43130112,0.79990005,50.0
1.5455365e-08,-0.64641976,-0.7472812,0.90874517,-0.5846356,0.45869482,-0.44087708,-0.992684,-0.74500954,0.63126767,-0.0932188,0.79990005,51.0
1.4580851e-09,0.6495446,0.3847499,0.8741288,-0.97968173,-0.85643697,-0.34543478,0.889115,-0.569901,-0.14311087,-0.8967246,0.79990005,52.0
5.9951856e-07,0.6071018,0.32016957,-0.5669782,0.60909426,0.7295699,-0.23292124,-0.21775627,0.7676338,-0.55558646,-0.9414685,0.79990005,53.0
2.989154e-10,0.88689494,0.64769065,0.9783876,-0.14534688,0.29971778,-0.5688859,-0.9177438,-0.82077885,0.70072854,-0.9369347,0.79990005,54.0
5.936913e-05,-0.56055963,-0.51747215,0.24747252,0.41084588,-0.114962816,0.31254518,0.6891594,-0.24712527,-0.22687674,0.9604722,0.79990005,55.0
0.0009513689,-0.16460598,0.216815,-0.66426086,0.049221754,0.45862806,0.0081214905,-0.27039385,0.21226883,0.51719046,0.79093015,0.79990005,56.0
4.1197745e-07,-0.019371867,-0.36405063,0.5474125,-0.933321,-0.7119466,-0.65336823,0.90813196,-0.6000123,-0.30998945,0.39667118,0.79990005,57.0
4.148663e-05,0.14605749,-0.2246747,-0.7465745,-0.49059486,-0.21860695,-0.5710646,-0.6792321,0.23310065,-0.8366493,-0.2511741,0.79990005,58.0
1.922363e-07,-0.7589183,-0.7969184,0.9239286,0.28133225,0.009803414,0.21175206,-0.9284326,-0.16075444,0.21962738,0.86099184,0.79990005,59.0
2.196924e-05,-0.7096224,-0.45576096,-0.6428791,-0.20240045,-0.57782674,-0.014285326,-0.7512537,0.39992368,0.6226913,-0.26414335,0.79990005,60.0
5.5307165e-08,0.54400456,-0.30625772,0.28282797,-0.9656625,-0.25552213,0.7077477,0.4331783,-0.7673836,-0.97503185,0.694229,0.79990005,61.0
0.059363145,-0.23449194,0.4276353,0.30450022,0.3506595,-0.43125486,-0.15159607,-0.112146854,0.13800406,0.10409629,-0.03254664,0.79990005,62.0
2.0912974e-07,0.48847342,0.18268943,0.23785794,0.038351774,0.9530362,-0.81010175,-0.92641926,-0.9117253,0.19931114,-0.47040987,0.79990005,63.0
2.6502692e-05,0.057009935,0.24701643,0.82942224,-0.32138062,0.8495357,-0.73961246,0.18541694,0.62039244,0.11477542,-0.27909672,0.79990005,64.0
2.1407288e-06,0.32834482,0.99810517,-0.41534948,0.40397143,0.8624804,-0.29352498,-0.0637418,0.9713701,-0.024745822,-0.21352804,0.79990005,65.0
3.6453594e-06,0.21988869,0.9746275,-0.42217028,0.21111953,0.8173363,-0.22147703,0.3612696,-0.35692227,-0.31084514,-0.9153364,0.79990005,66.0
1.3050133e-06,0.36359942,0.6820471,-0.8665714,-0.36880302,-0.9577069,0.11412263,-0.50868,0.14787018,-0.77633584,0.29903972,0.79990005,67.0
0.00021419338,0.49571073,0.031843543,-0.041039705,0.8983482,0.33450234,-0.22427046,-0.7138885,-0.5152104,0.16310525,-0.30468023,0.79990005,68.0
5.1401014e-07,-0.92611206,-0.6917914,-0.47372055,0.50167954,0.3685887,0.36897612,0.6815835,-0.63968515,-0.6716151,0.45943677,0.79990005,69.0
3.9993392e-06,0.50335145,0.78150964,0.040069222,0.12556267,-0.73347867,-0.33258379,-0.4812007,-0.5064559,-0.8262476,0.6375847,0.79990005,70.0
0.00015755193,-0.7031232,-0.25006342,-0.2049985,-0.19205141,0.4053408,0.73395395,0.7034348,-0.47639692,-0.3210529,-0.15898967,0.79990005,71.0
3.4013597e-06,-0.754509,-0.080845356,0.33179367,-0.8470398,-0.5426167,0.22968745,0.8108058,0.18982196,-0.68455625,0.48497987,0.79990005,72.0
1.1366534e-05,0.06081438,-0.86149895,0.8650763,0.77207744,0.15901673,-0.30743575,-0.69933283,-0.11462712,0.30650032,0.19979572,0.79990005,73.0
0.000100428435,-0.17040718,-0.1975286,0.29507816,-0.2580402,0.33122933,0.8912008,-0.46104026,0.07011628,0.7123015,0.6715691,0.79990005,74.0
3.5362353e-07,0.587324,-0.6449878,-0.32214022,-0.6462256,0.862895,0.25529397,0.12038064,-0.7663311,0.7771697,-0.64490867,0.79990005,75.0
4.2353257e-08,-0.57913566,0.918906,-0.4906962,0.6411519,-0.5246147,-0.67959,-0.9428661,-0.6282619,-0.6198219,-0.087795496,0.79990005,76.0
9.9951345e-09,-0.88898194,-0.864521,-0.87215304,0.35515106,-0.7867749,-0.5565436,0.3071077,-0.8657205,0.5451963,-0.3332299,0.79990005,77.0
1.2819615e-09,0.7277688,-0.7794827,0.8414469,0.24746871,0.9252583,0.627015,-0.41666198,-0.7187438,0.71061325,0.87623215,0.79990005,78.0
0.00015891125,-0.14828181,-0.03395629,-0.18944013,-0.19828045,0.41976786,0.45672095,-0.44337773,0.8374169,0.011217713,-0.8975924,0.79990005,79.0
1.2506026e-05,0.5624572,-0.54071546,0.20185506,-0.31207025,0.48604727,0.78079414,-0.77306676,0.3715247,0.4218886,-0.56207323,0.79990005,80.0
0.00059119996,0.32148457,0.3578117,0.03699112,0.16969848,0.3599646,-0.076815724,0.4678185,-0.953699,0.5658413,0.112890005,0.79990005,81.0
6.495915e-08,-0.7498753,-0.3849256,-0.6372671,0.773849,-0.35396075,0.6994206,-0.6372471,-0.16690421,0.7651477,0.8877357,0.79990005,82.0
3.0784675e-05,0.20089829,-0.46968758,0.5631814,0.1432041,0.60154855,0.49717844,-0.79930186,0.080255866,0.53507316,0.6766101,0.79990005,83.0
1.0385385e-05,0.24019659,0.056637645,0.5604187,-0.47284794,-0.87303436,0.30925715,-0.26297557,0.5342246,0.42684507,-0.9357581,0.79990005,84.0
2.1081138e-07,-0.66955864,0.72389793,0.050359964,0.9933882,0.13916445,-0.23144591,-0.5567019,0.92745554,-0.37954915,-0.7030649,0.79990005,85.0
2.0036888e-08,-0.47447228,-0.70342374,-0.5682889,0.0213871,0.45203972,0.96398854,-0.9721979,0.2414757,-0.5575379,0.96960926,0.79990005,86.0
3.646759e-05,0.34097564,0.46960628,-0.4249066,0.79051757,0.6832447,0.20236373,0.40301442,0.70443475,-0.47418487,0.14573574,0.79990005,87.0
4.498382e-05,0.17912257,0.6424414,0.013771057,0.24371982,-0.4993708,-0.25801373,-0.38046575,-0.35584414,0.82278335,-0.8565066,0.79990005,88.0
1.374461e-06,-0.4253726,0.9781972,-0.5713372,0.89635646,-0.6758896,-0.014217615,0.70046556,-0.032674074,-0.24220645,-0.31505036,0.79990005,89.0
1.3174104e-06,-0.3027159,-0.6999309,-0.55795825,0.5769738,0.37482953,0.98304844,0.70391715,-0.6036664,0.03576672,0.43718553,0.79990005,90.0
4.850639e-07,0.9158827,0.24218988,-0.14916706,-0.50982714,-0.7941642,0.6716509,-0.63777065,0.2303704,-0.9325851,-0.2091074,0.79990005,91.0
4.799713e-07,-0.18502128,-0.73942685,-0.2879504,0.7024553,-0.83106315,-0.07410622,-0.5829725,0.92305565,-0.044419765,-0.76812863,0.79990005,92.0
1.9853307e-07,0.56379163,0.8537502,0.24548078,0.0064331293,-0.89931834,0.9803655,-0.35495698,0.6279788,-0.28209996,-0.6174159,0.79990005,93.0
8.40236e-07,0.4330032,-0.3879063,-0.26284552,-0.8027173,-0.4849347,0.43913543,0.585755,0.9950813,-0.6452383,-0.5180348,0.79990005,94.0
0.00038188434,-0.6464071,0.60235274,-0.13256311,-0.20954597,-0.1908778,-0.53241706,-0.034422994,-0.45058882,0.77446306,-0.03916979,0.79990005,95.0
2.3515622e-07,-0.85042953,0.029771447,-0.38168156,-0.9026121,-0.59219337,-0.910069,-0.35724473,-0.12512243,-0.80961156,0.39189148,0.79990005,96.0
2.5001486e-06,0.9598887,-0.07788265,-0.91386056,-0.51810217,-0.42282617,0.5811386,0.6194807,0.20627344,-0.14294958,0.48012853,0.79990005,97.0
6.403588e-09,0.05221677,-0.031907797,0.87212694,-0.7084359,-0.88548696,0.9378327,0.94834626,0.8039726,-0.07090366,-0.48579156,0.79990005,98.0
1.3234175e-07,0.68545806,0.16999447,0.19078231,0.6839516,0.6146436,-0.5826249,0.7392976,-0.9192411,-0.90530384,-0.16778624,0.79990005,99.0
3.8374546e-06,0.2072314,0.4713961,0.8942245,-0.21008813,-0.22892988,0.41072285,-0.76470554,-0.49111104,0.604614,-0.7720859,0.79990005,100.0
