,safety_violation,no_opt_possible,beta,seed
0,0,False,10.192875778266753,0.0
1,0,False,10.192364760653579,1.0
2,0,False,10.19284074608459,2.0
3,0,False,10.192753682130254,3.0
4,0,True,10.118347500681564,4.0
5,0,False,10.192872757960831,5.0
6,0,False,10.192506438933732,6.0
7,0,True,10.118347500681564,7.0
8,0,False,10.192546745718362,8.0
9,0,False,10.192621284996836,9.0
