Y,X1,X2,regret,iteration
0.8936233,0.64876604,-0.13551903,0.10361093,0.0
0.87864584,0.7099115,-0.11589684,0.10361093,1.0
0.8466631,0.7420245,-0.115896836,0.10361093,2.0
0.84185827,0.74224067,-0.11640843,0.10361093,3.0
0.85109586,0.74224067,-0.11640843,0.10361093,4.0
0.8385182,0.7434992,-0.14628197,0.10361093,5.0
0.85100234,0.7435466,-0.12543339,0.10361093,6.0
0.843095,0.74335784,-0.1231685,0.10361093,7.0
0.8332303,0.7409713,-0.15997438,0.10361093,8.0
0.8546026,0.74224067,-0.11640843,0.10361093,9.0
0.85980505,0.74224067,-0.11640843,0.10361093,10.0
0.8436119,0.74224067,-0.11640843,0.10361093,11.0
0.8488572,0.7441279,-0.13731626,0.10361093,12.0
0.8563631,0.74335784,-0.1231685,0.10361093,13.0
0.8449207,0.74335784,-0.1231685,0.10361093,14.0
0.83904266,0.74335784,-0.1231685,0.10361093,15.0
0.8418042,0.74335784,-0.1231685,0.10361093,16.0
0.8416047,0.7441044,-0.13383473,0.10361093,17.0
0.8419074,0.74335784,-0.1231685,0.10361093,18.0
0.83764046,0.74335784,-0.1231685,0.10361093,19.0
0.84216,0.7440004,-0.14092119,0.10361093,20.0
0.85564786,0.74043274,-0.1092902,0.10361093,21.0
0.85343206,0.74224067,-0.11640843,0.10361093,22.0
0.85220355,0.74335784,-0.1231685,0.10361093,23.0
0.83836746,0.74335784,-0.1231685,0.10361093,24.0
0.8461401,0.74335784,-0.1231685,0.10361093,25.0
0.8495734,0.74335784,-0.1231685,0.10361093,26.0
0.84927624,0.74335784,-0.1231685,0.10361093,27.0
0.8496434,0.74335784,-0.1231685,0.10361093,28.0
0.8484349,0.74224067,-0.11640843,0.10361093,29.0
0.85315955,0.74335784,-0.1231685,0.10361093,30.0
0.85030663,0.7436879,-0.12597387,0.10361093,31.0
0.8413463,0.74335784,-0.1231685,0.10361093,32.0
0.8522631,0.74335784,-0.1231685,0.10361093,33.0
0.8489559,0.7412521,-0.11208538,0.10361093,34.0
0.844423,0.74335784,-0.1231685,0.10361093,35.0
0.83823085,0.74335784,-0.1231685,0.10361093,36.0
0.84370416,0.74335784,-0.1231685,0.10361093,37.0
0.84943515,0.74335784,-0.1231685,0.10361093,38.0
0.8510059,0.7432239,-0.122307144,0.10361093,39.0
0.84840864,0.74335784,-0.1231685,0.10361093,40.0
0.8467207,0.74335784,-0.1231685,0.10361093,41.0
0.8271918,0.7435593,-0.14608648,0.10361093,42.0
0.84695303,0.74224067,-0.11640843,0.10361093,43.0
0.84417963,0.74224067,-0.11640843,0.10361093,44.0
0.8753885,0.72332114,-0.07596712,0.10361093,45.0
0.85474885,0.74224067,-0.11640843,0.10361093,46.0
0.8627961,0.7392223,-0.10521422,0.10361093,47.0
0.859861,0.73483205,-0.09443019,0.10361093,48.0
0.852823,0.74335784,-0.1231685,0.10361093,49.0
0.8504014,0.74224067,-0.11640843,0.10361093,50.0
