Y,X1,X2,regret,iteration
0.96438426,1.1345832,1.597677,0.032176018,0.0
0.94682646,1.126254,1.6665344,0.032176018,1.0
0.9272842,1.0942502,1.679461,0.032176018,2.0
0.9396656,1.1315864,1.6891812,0.032176018,3.0
0.9357262,1.1315864,1.6891812,0.032176018,4.0
0.94212556,1.1315864,1.6891812,0.032176018,5.0
0.9175268,1.0630747,1.6549243,0.032176018,6.0
0.9345996,1.1315864,1.6891812,0.032176018,7.0
0.9487885,1.1315864,1.6891812,0.032176018,8.0
0.93315655,1.1031646,1.6836278,0.032176018,9.0
0.9372998,1.1315864,1.6891812,0.032176018,10.0
0.9487762,1.1316606,1.6891812,0.032176018,11.0
0.967437,1.1686215,1.6826917,0.032176018,12.0
0.8976288,1.0579532,1.6477662,0.032176018,13.0
0.9043591,1.0579532,1.6477662,0.032176018,14.0
0.90972847,1.0579532,1.6477662,0.032176018,15.0
0.9224487,1.0927138,1.6790864,0.032176018,16.0
0.90220255,1.0579532,1.6477662,0.032176018,17.0
0.9059404,1.0579532,1.6477662,0.032176018,18.0
0.9098827,1.0579532,1.6477662,0.032176018,19.0
0.9219215,1.0756477,1.6676944,0.032176018,20.0
0.93553925,1.1315864,1.6891812,0.032176018,21.0
0.90085757,1.0579532,1.6477662,0.032176018,22.0
0.89727837,1.0579532,1.6477662,0.032176018,23.0
0.8971776,1.0579532,1.6477662,0.032176018,24.0
0.90545946,1.0579532,1.6477662,0.032176018,25.0
0.90503615,1.0579532,1.6477662,0.032176018,26.0
0.9024605,1.0578675,1.647674,0.032176018,27.0
0.91214585,1.0578675,1.647674,0.032176018,28.0
0.9134947,1.0579532,1.6477662,0.032176018,29.0
0.90551335,1.0579532,1.6477662,0.032176018,30.0
0.9110656,1.0579532,1.6477662,0.032176018,31.0
0.91581154,1.0578675,1.647674,0.032176018,32.0
0.91177326,1.0579532,1.6477662,0.032176018,33.0
0.95369375,1.143286,1.6888176,0.032176018,34.0
0.9159443,1.0578675,1.647674,0.032176018,35.0
0.9041735,1.0579532,1.6477662,0.032176018,36.0
0.91213536,1.0579532,1.6477662,0.032176018,37.0
0.8983895,1.0578675,1.647674,0.032176018,38.0
0.9058114,1.0578675,1.647674,0.032176018,39.0
0.90237033,1.0579532,1.6477662,0.032176018,40.0
0.9008902,1.0579532,1.6477662,0.032176018,41.0
0.8988887,1.0579532,1.6477662,0.032176018,42.0
0.89704937,1.0578675,1.647674,0.032176018,43.0
0.90182364,1.0579532,1.6477662,0.032176018,44.0
0.9114177,1.0579532,1.6477662,0.032176018,45.0
0.9104184,1.0579532,1.6477662,0.032176018,46.0
0.9509457,1.1315864,1.6891812,0.032176018,47.0
0.9061773,1.0579532,1.6477662,0.032176018,48.0
0.95069736,1.1315864,1.6891812,0.032176018,49.0
0.90609556,1.0579532,1.6477662,0.032176018,50.0
0.8976343,1.0579532,1.6477662,0.032176018,51.0
0.9100225,1.0579532,1.6477662,0.032176018,52.0
0.9065351,1.0578675,1.647674,0.032176018,53.0
