Y,X1,X2,regret,iteration
0.79852706,1.0874634,1.9747975,0.20923007,0.0
0.82673323,1.1309091,2.0121663,0.20923007,1.0
0.84907246,1.1758683,2.0509188,0.20923007,2.0
0.8651968,1.1962719,2.0647767,0.20923007,3.0
0.86994517,1.1932219,2.0693343,0.20923007,4.0
0.8694883,1.1940227,2.0688465,0.20923007,5.0
0.90361595,1.2229942,2.0168102,0.20923007,6.0
0.8512037,1.1932219,2.0693343,0.20923007,7.0
0.86233985,1.1982914,2.0634773,0.20923007,8.0
0.8845722,1.207378,2.0509188,0.20923007,9.0
0.8632312,1.1998641,2.061602,0.20923007,10.0
0.86706495,1.1932219,2.0693343,0.20923007,11.0
0.8557343,1.1957926,2.066714,0.20923007,12.0
0.877534,1.2072487,2.0509188,0.20923007,13.0
0.8725807,1.2072899,2.0509188,0.20923007,14.0
0.8611539,1.1932219,2.0693343,0.20923007,15.0
0.86370075,1.1960047,2.0662045,0.20923007,16.0
0.8379759,1.182251,2.0805225,0.20923007,17.0
0.86674696,1.1987386,2.0631826,0.20923007,18.0
0.8571126,1.1922874,2.0704465,0.20923007,19.0
0.87020755,1.1932219,2.0693343,0.20923007,20.0
0.87845826,1.207292,2.0509188,0.20923007,21.0
0.8914019,1.2073644,2.0509188,0.20923007,22.0
0.88503677,1.2073416,2.0509188,0.20923007,23.0
0.8720367,1.1950878,2.0673528,0.20923007,24.0
0.8565077,1.1932219,2.0693343,0.20923007,25.0
0.86167425,1.1932219,2.0693343,0.20923007,26.0
0.8565291,1.1932219,2.0693343,0.20923007,27.0
0.82897913,1.1773317,2.0846088,0.20923007,28.0
0.8762439,1.2078409,2.0499275,0.20923007,29.0
0.8702932,1.196513,2.0657973,0.20923007,30.0
0.8692012,1.1932219,2.0693343,0.20923007,31.0
0.90326357,1.2197778,2.0265357,0.20923007,32.0
0.86441815,1.1932219,2.0693343,0.20923007,33.0
0.8390535,1.1729364,2.0882587,0.20923007,34.0
0.8654326,1.1917462,2.0710428,0.20923007,35.0
0.82151407,1.172499,2.0884125,0.20923007,36.0
0.86152756,1.1932219,2.0693343,0.20923007,37.0
0.86025846,1.1986063,2.0632746,0.20923007,38.0
0.8521367,1.1932219,2.0693343,0.20923007,39.0
0.85755146,1.1932219,2.0693343,0.20923007,40.0
0.8639152,1.1932219,2.0693343,0.20923007,41.0
0.89231616,1.2072198,2.0509188,0.20923007,42.0
0.8918526,1.2110158,2.0448804,0.20923007,43.0
0.8664801,1.1932219,2.0693343,0.20923007,44.0
0.87222826,1.2039303,2.056056,0.20923007,45.0
0.8735847,1.1989187,2.0629745,0.20923007,46.0
0.8499276,1.1882957,2.0748942,0.20923007,47.0
0.89268076,1.2159119,2.0351138,0.20923007,48.0
0.8572463,1.1932219,2.0693343,0.20923007,49.0
0.87553406,1.207321,2.0509188,0.20923007,50.0
0.8785719,1.2013907,2.059317,0.20923007,51.0
0.8332595,1.1798178,2.0827026,0.20923007,52.0
0.79000497,1.1508347,2.101839,0.20923007,53.0
0.8804753,1.2003713,2.0610657,0.20923007,54.0
0.8703383,1.1932219,2.0693343,0.20923007,55.0
0.8511514,1.1932219,2.0693343,0.20923007,56.0
0.8601566,1.1959705,2.0664744,0.20923007,57.0
0.8595074,1.1953905,2.067185,0.20923007,58.0
0.88235927,1.2073836,2.0509188,0.20923007,59.0
0.901752,1.2186867,2.0293558,0.20923007,60.0
0.89828086,1.2169725,2.0333016,0.20923007,61.0
0.8802315,1.2074448,2.0509188,0.20923007,62.0
0.90237755,1.2182448,2.0302515,0.20923007,63.0
0.8714205,1.1963812,2.0659904,0.20923007,64.0
0.85963726,1.1932219,2.0693343,0.20923007,65.0
0.8639883,1.1951768,2.0672135,0.20923007,66.0
0.901637,1.2169541,2.0326853,0.20923007,67.0
0.85944784,1.1932472,2.0695171,0.20923007,68.0
0.8512752,1.1932219,2.0693343,0.20923007,69.0
0.8671947,1.1910193,2.0720184,0.20923007,70.0
0.87071335,1.1932219,2.0693343,0.20923007,71.0
0.8717627,1.193871,2.0687704,0.20923007,72.0
0.8523995,1.1932219,2.0693343,0.20923007,73.0
0.88368547,1.207853,2.050126,0.20923007,74.0
0.8912965,1.2149882,2.0372326,0.20923007,75.0
0.86191845,1.1932219,2.0693343,0.20923007,76.0
0.8684272,1.1948365,2.067498,0.20923007,77.0
0.85552955,1.1960602,2.0661683,0.20923007,78.0
0.8589595,1.1932219,2.0693343,0.20923007,79.0
0.87983066,1.2072178,2.0509188,0.20923007,80.0
0.8655782,1.1952425,2.0672264,0.20923007,81.0
0.8693664,1.196438,2.0659556,0.20923007,82.0
0.88708967,1.207267,2.0509188,0.20923007,83.0
0.87259734,1.1961637,2.0661461,0.20923007,84.0
0.8467344,1.1871189,2.0758698,0.20923007,85.0
0.8622485,1.1932219,2.0693343,0.20923007,86.0
0.85889786,1.1858398,2.0772083,0.20923007,87.0
0.8718682,1.1994371,2.062227,0.20923007,88.0
0.86738354,1.1932219,2.0693343,0.20923007,89.0
0.86494446,1.1958855,2.066516,0.20923007,90.0
0.8754443,1.2073013,2.0509188,0.20923007,91.0
0.86200726,1.1932219,2.0693343,0.20923007,92.0
0.86633277,1.1932219,2.0693343,0.20923007,93.0
0.86332047,1.1932219,2.0693343,0.20923007,94.0
0.84547544,1.1765102,2.0853765,0.20923007,95.0
0.8674646,1.1932219,2.0693343,0.20923007,96.0
0.87414545,1.1962605,2.0661604,0.20923007,97.0
0.87880045,1.2071227,2.0514636,0.20923007,98.0
0.84201944,1.1855431,2.0776014,0.20923007,99.0
0.8548058,1.1932219,2.0693343,0.20923007,100.0
