iteration,x,y,pred_opt
0,"[0.28426414728164673, 0.7969952821731567, 0.17216336727142334, 0.5267587900161743, 0.5262462496757507, 0.12334030866622925]",0.6129146218299866,0.6057736277580261
1,"[0.2808130085468292, 0.7936451435089111, 0.18245503306388855, 0.5140979886054993, 0.5445684194564819, 0.12775819003582]",0.5698142051696777,0.6108060479164124
2,"[0.29993870854377747, 0.7976887226104736, 0.17042431235313416, 0.5402401089668274, 0.5314042568206787, 0.10738871246576309]",0.6714639067649841,0.671818196773529
3,"[0.2871312201023102, 0.8002063632011414, 0.14646467566490173, 0.5303654670715332, 0.5357936024665833, 0.10107588768005371]",0.6393643021583557,0.6766586303710938
4,"[0.2898207902908325, 0.781086802482605, 0.15601330995559692, 0.5517205595970154, 0.5450378060340881, 0.11806977540254593]",0.6116750240325928,0.677932858467102
5,"[0.3044762909412384, 0.8229764103889465, 0.1634380966424942, 0.5439761281013489, 0.530174732208252, 0.1166200190782547]",0.6892842650413513,0.6906042695045471
6,"[0.2847438156604767, 0.8011393547058105, 0.17252089083194733, 0.551286518573761, 0.521199643611908, 0.08975563198328018]",0.6609458327293396,0.6968984603881836
7,"[0.3014678657054901, 0.7835639715194702, 0.1659039556980133, 0.51479572057724, 0.519436240196228, 0.10715324431657791]",0.6457598209381104,0.7117606997489929
8,"[0.3268637955188751, 0.8164153099060059, 0.16469404101371765, 0.5380515456199646, 0.5406627058982849, 0.09507696330547333]",0.7539678812026978,0.7600801587104797
9,"[0.29507291316986084, 0.8300029635429382, 0.165970116853714, 0.5502710938453674, 0.5566917657852173, 0.12897294759750366]",0.6534377932548523,0.761272132396698
10,"[0.32083064317703247, 0.8236451148986816, 0.16193364560604095, 0.556084394454956, 0.5140189528465271, 0.12792940437793732]",0.7060763239860535,0.7725649476051331
11,"[0.28782084584236145, 0.8137402534484863, 0.1923748403787613, 0.5458253026008606, 0.504019558429718, 0.08511544018983841]",0.688461422920227,0.7642421722412109
12,"[0.28355875611305237, 0.8435775637626648, 0.1520819514989853, 0.532204806804657, 0.5293558239936829, 0.1203538179397583]",0.6291210055351257,0.7678908705711365
13,"[0.30047905445098877, 0.7595191597938538, 0.1671164184808731, 0.5114355087280273, 0.5195786952972412, 0.08982426673173904]",0.6287972331047058,0.773320198059082
14,"[0.34163209795951843, 0.8256263136863708, 0.17955262959003448, 0.5194599628448486, 0.5523257255554199, 0.11059128493070602]",0.7535079717636108,0.7817873954772949
15,"[0.32868897914886475, 0.8272632360458374, 0.1776372790336609, 0.5710208415985107, 0.5200801491737366, 0.1466967910528183]",0.7054445147514343,0.7614685893058777
16,"[0.2941513955593109, 0.8172860741615295, 0.22069738805294037, 0.545441746711731, 0.49199363589286804, 0.07575056701898575]",0.7220379114151001,0.7711849808692932
17,"[0.34164100885391235, 0.8247098922729492, 0.13747140765190125, 0.5362553596496582, 0.5339632630348206, 0.09203749150037766]",0.7975150346755981,0.7952837347984314
18,"[0.31735411286354065, 0.8416889309883118, 0.17815500497817993, 0.5426324605941772, 0.5524551868438721, 0.07645340263843536]",0.7799521684646606,0.7985759377479553
19,"[0.348994642496109, 0.8126152753829956, 0.19561751186847687, 0.5238023400306702, 0.5753658413887024, 0.10084844380617142]",0.7793509364128113,0.7950092554092407
20,"[0.2764620780944824, 0.7968366742134094, 0.2177271842956543, 0.528932511806488, 0.4986411929130554, 0.07515380531549454]",0.6423507928848267,0.8123149275779724
21,"[0.33489781618118286, 0.829249918460846, 0.1752098649740219, 0.49335184693336487, 0.5585924983024597, 0.1266101449728012]",0.7058048248291016,0.8136950731277466
22,"[0.3693496286869049, 0.8214746713638306, 0.19319115579128265, 0.5215113162994385, 0.5380049347877502, 0.11129643023014069]",0.7882242202758789,0.8031366467475891
23,"[0.3619040846824646, 0.8211631774902344, 0.11351393908262253, 0.5383210182189941, 0.5453978776931763, 0.0768229216337204]",0.8279908299446106,0.8238205313682556
24,"[0.325797438621521, 0.8130316734313965, 0.11178971827030182, 0.527260422706604, 0.5201306343078613, 0.07921236753463745]",0.7623015642166138,0.8375131487846375
25,"[0.2948876619338989, 0.8129599094390869, 0.2168215662240982, 0.5535419583320618, 0.5130888819694519, 0.05000854283571243]",0.7262921929359436,0.8364467620849609
26,"[0.36523187160491943, 0.8367050886154175, 0.2131575495004654, 0.5070298314094543, 0.5456659197807312, 0.11754324287176132]",0.7875177264213562,0.8447572588920593
27,"[0.3602715730667114, 0.8188263773918152, 0.1930064558982849, 0.4986417889595032, 0.572585940361023, 0.07867296040058136]",0.7884461879730225,0.8534519076347351
28,"[0.33849120140075684, 0.8042099475860596, 0.12338025867938995, 0.5299517512321472, 0.5191237926483154, 0.05368579551577568]",0.8034758567810059,0.8383611440658569
29,"[0.3495367765426636, 0.8108116984367371, 0.11495672911405563, 0.5113173127174377, 0.5006355047225952, 0.05638888105750084]",0.8027041554450989,0.840033233165741
30,"[0.3263360857963562, 0.8263421058654785, 0.16993214190006256, 0.5697037577629089, 0.5081514716148376, 0.17685845494270325]",0.6179123520851135,0.8328107595443726
