iteration,x,y,pred_opt
0,"[0.4206845760345459, 0.9118525385856628, 0.8467159271240234, 0.6632838845252991, 0.7146787047386169, 0.00847715139389038]",0.8475130200386047,0.8380697965621948
1,"[0.4212038218975067, 0.927416205406189, 0.8713327050209045, 0.6646499037742615, 0.7144948840141296, 0.007477615028619766]",0.8199160695075989,0.8335672616958618
2,"[0.4345337152481079, 0.935375452041626, 0.8501681089401245, 0.6403985023498535, 0.7324873805046082, 0.0]",0.8423484563827515,0.8395419120788574
3,"[0.4427102208137512, 0.9072321653366089, 0.8504222631454468, 0.6439512372016907, 0.6956534385681152, 0.03390033543109894]",0.8522344827651978,0.8475207686424255
4,"[0.4388032555580139, 0.8929383158683777, 0.873762845993042, 0.6466708183288574, 0.7296258211135864, 0.0]",0.8387277126312256,0.8546026945114136
5,"[0.42683741450309753, 0.9103129506111145, 0.8459879159927368, 0.7089365720748901, 0.7302824854850769, 0.004760315641760826]",0.7438479065895081,0.8467099070549011
6,"[0.43174639344215393, 0.9306917190551758, 0.8631374835968018, 0.648645281791687, 0.751007616519928, 0.03599608689546585]",0.8563767075538635,0.8414386510848999
7,"[0.4612932801246643, 0.9468531012535095, 0.8887548446655273, 0.6731517314910889, 0.737597644329071, 0.0]",0.7634724378585815,0.8331179618835449
8,"[0.4332292973995209, 0.8875604867935181, 0.8733888268470764, 0.6356039643287659, 0.6674851775169373, 0.03674238920211792]",0.8890575170516968,0.8852003812789917
9,"[0.4483839273452759, 0.8925459980964661, 0.8396894335746765, 0.6349123120307922, 0.7095460891723633, 0.07983516901731491]",0.8488682508468628,0.8739113807678223
10,"[0.41310223937034607, 0.8839681148529053, 0.8274344205856323, 0.7222843766212463, 0.7247729301452637, 0.010986736044287682]",0.7383363246917725,0.8855684399604797
11,"[0.4181235432624817, 0.8959640860557556, 0.8245218396186829, 0.6601624488830566, 0.6734649538993835, 0.004740269389003515]",0.851955235004425,0.8820115923881531
12,"[0.43919843435287476, 0.9122500419616699, 0.8671258091926575, 0.614525318145752, 0.6471959948539734, 0.03176633641123772]",0.9021515846252441,0.8978138566017151
13,"[0.3907093405723572, 0.9038766026496887, 0.8734913468360901, 0.6335187554359436, 0.7143592238426208, 0.008730527944862843]",0.8725349307060242,0.900968611240387
14,"[0.4547114074230194, 0.8788439631462097, 0.9087064862251282, 0.6338979601860046, 0.7300522327423096, 0.033528659492731094]",0.8482634425163269,0.9018413424491882
15,"[0.45626190304756165, 0.8963943123817444, 0.8238682150840759, 0.7230807542800903, 0.7069225907325745, 0.00751526327803731]",0.7007089853286743,0.9002672433853149
16,"[0.40558552742004395, 0.9193516969680786, 0.8177616000175476, 0.7074770927429199, 0.7599056363105774, 0.007680111099034548]",0.757010817527771,0.9022561311721802
17,"[0.40344586968421936, 0.9138065576553345, 0.8168886303901672, 0.7344954013824463, 0.7255578637123108, 0.0443316251039505]",0.7208125591278076,0.8941531777381897
18,"[0.4364912211894989, 0.8579931259155273, 0.8028937578201294, 0.7250475287437439, 0.7081917524337769, 0.015140390954911709]",0.7093890905380249,0.8994317054748535
19,"[0.4628865420818329, 0.8666254878044128, 0.927567720413208, 0.6488481163978577, 0.7020948529243469, 0.06041872501373291]",0.8291130661964417,0.9059352874755859
20,"[0.46531999111175537, 0.8725258708000183, 0.8629118800163269, 0.6240828633308411, 0.7577580809593201, 0.005002031102776527]",0.8295268416404724,0.8921611905097961
21,"[0.41799527406692505, 0.8738879561424255, 0.8503725528717041, 0.609610915184021, 0.6322118043899536, 0.025502894073724747]",0.9124579429626465,0.9111191034317017
22,"[0.3610576391220093, 0.9046115875244141, 0.8451827168464661, 0.6558928489685059, 0.7345322966575623, 0.020479438826441765]",0.8348742127418518,0.9104802012443542
23,"[0.47374555468559265, 0.8965196013450623, 0.9042558670043945, 0.6067513227462769, 0.7361630201339722, 0.06228674575686455]",0.8450918793678284,0.9171450734138489
24,"[0.44340160489082336, 0.9718648195266724, 0.8961713314056396, 0.6524853110313416, 0.7588263750076294, 0.03027176484465599]",0.7919374704360962,0.9242656230926514
25,"[0.399385929107666, 0.8584346771240234, 0.8456310629844666, 0.7355594038963318, 0.6977205872535706, 0.0027304706163704395]",0.6973972320556641,0.92161625623703
26,"[0.3971792757511139, 0.8896355032920837, 0.7922471165657043, 0.6882947683334351, 0.6461893916130066, 0.017226560041308403]",0.8139184713363647,0.9169319272041321
27,"[0.45733821392059326, 0.9179635047912598, 0.8653469085693359, 0.6417639851570129, 0.7181782126426697, 0.10030157119035721]",0.793796718120575,0.9189265370368958
28,"[0.48378732800483704, 0.8688181042671204, 0.8398977518081665, 0.6201378703117371, 0.7155493497848511, 0.07204639911651611]",0.8003553152084351,0.9146270751953125
29,"[0.4714529812335968, 0.8481416702270508, 0.9291231632232666, 0.6189509034156799, 0.7413390278816223, 0.029147479683160782]",0.8292429447174072,0.9158378839492798
30,"[0.42164766788482666, 0.8515397310256958, 0.899269700050354, 0.6464797258377075, 0.6454506516456604, 0.030351048335433006]",0.8793929815292358,0.9050948619842529
