iteration,x,y,pred_opt
0,"[-0.14122533798217773, 0.5669041872024536, 0.7401183843612671, 0.38114142417907715, 0.9087704420089722, -0.3642619848251343, 0.7468868494033813, 0.9505274295806885, 0.4185894727706909, 0.9335653781890869]",0.8621512055397034,0.8734955787658691
1,"[-0.1784800887107849, 0.5649949312210083, 0.7339282631874084, 0.3828336298465729, 0.9155135750770569, -0.3681923747062683, 0.7408703565597534, 0.9442875385284424, 0.4174337089061737, 0.9417918920516968]",0.816360592842102,0.8629238605499268
2,"[-0.13622257113456726, 0.5446024537086487, 0.7335197925567627, 0.3832959830760956, 0.9270262718200684, -0.3536219596862793, 0.7204769849777222, 0.9435701966285706, 0.4267618954181671, 0.9397956132888794]",0.7915056943893433,0.8677038550376892
3,"[-0.1163400411605835, 0.5699182748794556, 0.7396354079246521, 0.36016204953193665, 0.9001595377922058, -0.3740997910499573, 0.7464575171470642, 0.9520930647850037, 0.4094815254211426, 0.9569148421287537]",0.8878195881843567,0.8650455474853516
4,"[-0.13231584429740906, 0.5813632607460022, 0.7296183109283447, 0.39208677411079407, 0.8946278095245361, -0.38091471791267395, 0.759357750415802, 0.9572927355766296, 0.4258841872215271, 0.9094862937927246]",0.9364528656005859,0.9025378227233887
5,"[-0.07924585044384003, 0.5805827975273132, 0.7340952754020691, 0.3688485026359558, 0.90692138671875, -0.3745694160461426, 0.7429844737052917, 0.9561773538589478, 0.40860265493392944, 0.961796224117279]",0.8948320150375366,0.9042783379554749
6,"[-0.10947953909635544, 0.5448090434074402, 0.7535116672515869, 0.36871036887168884, 0.910707950592041, -0.3814166188240051, 0.7381200194358826, 0.9722689986228943, 0.4077686369419098, 0.9553349614143372]",0.8257634043693542,0.8849478363990784
7,"[-0.16863827407360077, 0.5839283466339111, 0.7324854135513306, 0.3915761411190033, 0.881527304649353, -0.3710010349750519, 0.7669577598571777, 0.9628092646598816, 0.4150394797325134, 0.9101664423942566]",0.9022294878959656,0.8991288542747498
8,"[-0.1472393125295639, 0.5715396404266357, 0.7598349452018738, 0.3916124999523163, 0.9140991568565369, -0.37429898977279663, 0.7623319625854492, 0.9419122934341431, 0.44035032391548157, 0.9458425045013428]",0.8906978964805603,0.8891047239303589
9,"[-0.057955384254455566, 0.5512707233428955, 0.7326542139053345, 0.3821946084499359, 0.9091735482215881, -0.3763543963432312, 0.7502765655517578, 0.9417057037353516, 0.40984246134757996, 0.9721438884735107]",0.8778225779533386,0.8904881477355957
10,"[-0.10430478304624557, 0.5777071118354797, 0.7089877724647522, 0.39795470237731934, 0.8910509943962097, -0.40384146571159363, 0.7675915956497192, 0.9582086801528931, 0.43229833245277405, 0.8993430733680725]",0.9309824705123901,0.8754366636276245
11,"[-0.10657025128602982, 0.5761837959289551, 0.7388141751289368, 0.3483762741088867, 0.9242042303085327, -0.3623708486557007, 0.7379231452941895, 0.9482646584510803, 0.38725170493125916, 0.9385161399841309]",0.912977397441864,0.8861320614814758
12,"[-0.059293054044246674, 0.5947193503379822, 0.739667534828186, 0.3733125627040863, 0.9020874500274658, -0.38018977642059326, 0.7091332077980042, 0.9448336362838745, 0.40801000595092773, 0.9567623138427734]",0.9116096496582031,0.8976380228996277
13,"[-0.1692752242088318, 0.5745257139205933, 0.7179096937179565, 0.36107319593429565, 0.8707465529441833, -0.37491723895072937, 0.7561427354812622, 0.9710618853569031, 0.4228462278842926, 0.8901695013046265]",0.8544802665710449,0.8912133574485779
14,"[-0.11256096512079239, 0.5946906208992004, 0.724559485912323, 0.4084608852863312, 0.8762651681900024, -0.36033591628074646, 0.755480170249939, 0.9485710263252258, 0.43414896726608276, 0.901084303855896]",0.9195404052734375,0.9100655913352966
15,"[-0.05734019726514816, 0.5323668718338013, 0.7093377113342285, 0.4019097089767456, 0.9207078814506531, -0.384653240442276, 0.757341206073761, 0.940829873085022, 0.4264783263206482, 0.9816794395446777]",0.7810309529304504,0.9127945303916931
16,"[-0.13410571217536926, 0.5784289836883545, 0.7608866691589355, 0.3406323790550232, 0.92204749584198, -0.3744911551475525, 0.7353804111480713, 0.962364137172699, 0.37232500314712524, 0.9278671741485596]",0.8821759223937988,0.8932496905326843
17,"[-0.07603639364242554, 0.59513258934021, 0.6824085116386414, 0.3901917636394501, 0.8850690722465515, -0.4088251292705536, 0.7651753425598145, 0.9581810235977173, 0.44420745968818665, 0.8921487927436829]",0.9447885751724243,0.90752112865448
18,"[-0.0532684363424778, 0.5951825976371765, 0.7264581918716431, 0.3651920258998871, 0.8824000954627991, -0.40068143606185913, 0.7176620364189148, 0.9620844721794128, 0.3853687047958374, 0.9516373872756958]",0.9127161502838135,0.9094226360321045
19,"[-0.19712083041667938, 0.5917683839797974, 0.7083896398544312, 0.4022073447704315, 0.8811621069908142, -0.3714318871498108, 0.7832637429237366, 0.9697276949882507, 0.4268883466720581, 0.9120729565620422]",0.894723117351532,0.9135951399803162
20,"[-0.15033327043056488, 0.589408278465271, 0.7552531957626343, 0.3384135365486145, 0.9206585884094238, -0.3703186511993408, 0.7152047753334045, 0.9386250972747803, 0.35099926590919495, 0.927785336971283]",0.8865224123001099,0.9258819818496704
21,"[-0.11082544922828674, 0.603401243686676, 0.7499329447746277, 0.40488195419311523, 0.8844150900840759, -0.35969215631484985, 0.753136396408081, 0.9137487411499023, 0.4335572421550751, 0.9072368144989014]",0.9000512361526489,0.9403268098831177
22,"[-0.11280456930398941, 0.5975348949432373, 0.693585216999054, 0.4072839319705963, 0.8606895804405212, -0.41028422117233276, 0.7772009968757629, 0.9584723711013794, 0.4180130064487457, 0.9079003930091858]",0.9280177354812622,0.9141230583190918
23,"[-0.0831281840801239, 0.5649270415306091, 0.7161844372749329, 0.39720574021339417, 0.8873746991157532, -0.42595914006233215, 0.7680889368057251, 0.9423927068710327, 0.4100439250469208, 0.8828025460243225]",0.8437439203262329,0.928098201751709
24,"[-0.03621669113636017, 0.6024382710456848, 0.6794391870498657, 0.3769737184047699, 0.8745018243789673, -0.41385674476623535, 0.7730016708374023, 0.9474099278450012, 0.44589367508888245, 0.8822786808013916]",0.9615546464920044,0.922593355178833
25,"[-0.037418048828840256, 0.6024773120880127, 0.7135971188545227, 0.37517520785331726, 0.8681303262710571, -0.4040972888469696, 0.7228522300720215, 0.9863106608390808, 0.4028201699256897, 0.9563061594963074]",0.9783343076705933,0.9419845938682556
26,"[-0.03944862633943558, 0.6128997206687927, 0.685154378414154, 0.3917638957500458, 0.8600960373878479, -0.39964744448661804, 0.7475886940956116, 0.962691068649292, 0.4592036306858063, 0.9051000475883484]",0.9634250402450562,0.915753185749054
27,"[-0.10258522629737854, 0.599989116191864, 0.7145962119102478, 0.4070689082145691, 0.8812187910079956, -0.3205140233039856, 0.756507158279419, 0.9422943592071533, 0.42992156744003296, 0.9169400334358215]",0.9797328114509583,0.9353381395339966
28,"[-0.004124494269490242, 0.5942021012306213, 0.7106664776802063, 0.3688649535179138, 0.8651003837585449, -0.3908078968524933, 0.7191136479377747, 0.9908387064933777, 0.37930333614349365, 0.9418967962265015]",0.8778287172317505,0.9445503354072571
29,"[0.00788344070315361, 0.602267324924469, 0.6739307045936584, 0.3864348232746124, 0.8695235848426819, -0.41666966676712036, 0.7740996479988098, 0.9500654935836792, 0.4397544264793396, 0.8951658010482788]",0.9300215840339661,0.9461695551872253
30,"[-0.13828042149543762, 0.5911838412284851, 0.6820839643478394, 0.42830097675323486, 0.8397776484489441, -0.4180600941181183, 0.7648753523826599, 0.9538272619247437, 0.41721010208129883, 0.89898282289505]",0.9569984674453735,0.897777795791626
