iteration,x,y,pred_opt
0,"[-0.3582608699798584, 0.9020411968231201]",0.4428386390209198,0.45007672905921936
1,"[-0.3785797953605652, 0.9067232608795166]",0.393961638212204,0.44788143038749695
2,"[-0.34423908591270447, 0.916540801525116]",0.41312405467033386,0.43675336241722107
3,"[-0.345736026763916, 0.8862741589546204]",0.5248095393180847,0.5317196846008301
4,"[-0.3629317581653595, 0.8755210041999817]",0.5485250949859619,0.5423819422721863
5,"[-0.32140371203422546, 0.8863034248352051]",0.5686676502227783,0.5830793380737305
6,"[-0.3099682927131653, 0.9105126857757568]",0.47840049862861633,0.5811610221862793
7,"[-0.3880617320537567, 0.8695864677429199]",0.5185778141021729,0.576176643371582
8,"[-0.2981330156326294, 0.8819596767425537]",0.6087324619293213,0.6224104762077332
9,"[-0.3600740432739258, 0.8514507412910461]",0.6208272576332092,0.6201034188270569
10,"[-0.4121037721633911, 0.868903636932373]",0.47409316897392273,0.6297051310539246
11,"[-0.27366167306900024, 0.8882758617401123]",0.6124626398086548,0.629880964756012
12,"[-0.4319017231464386, 0.8580498695373535]",0.46741095185279846,0.6305862665176392
13,"[-0.2713472545146942, 0.9161615371704102]",0.5141847133636475,0.6194006204605103
14,"[-0.24776591360569, 0.8919830322265625]",0.6258510947227478,0.6392097473144531
15,"[-0.23451809585094452, 0.9168769717216492]",0.5430889129638672,0.6279601454734802
16,"[-0.2730211019515991, 0.8620028495788574]",0.7115092277526855,0.7124218940734863
17,"[-0.22705087065696716, 0.8802562952041626]",0.6962034702301025,0.7206473350524902
18,"[-0.4403286278247833, 0.8768377304077148]",0.3960214853286743,0.7270600199699402
19,"[-0.203688845038414, 0.897599995136261]",0.6557631492614746,0.723320484161377
20,"[-0.20251008868217468, 0.9246758818626404]",0.5167291760444641,0.7217310667037964
21,"[-0.2170364111661911, 0.8498438000679016]",0.7990030646324158,0.8030999302864075
22,"[-0.3433453142642975, 0.8331726789474487]",0.6911068558692932,0.8001760244369507
23,"[-0.1789414882659912, 0.9005751609802246]",0.651528000831604,0.792373776435852
24,"[-0.3707970380783081, 0.8252681493759155]",0.6575857400894165,0.7887833118438721
25,"[-0.18936501443386078, 0.8327928781509399]",0.8697265982627869,0.8293346166610718
26,"[-0.15974165499210358, 0.8817117214202881]",0.7374171018600464,0.8327051401138306
27,"[-0.31676650047302246, 0.8252015113830566]",0.7496817708015442,0.8502861857414246
28,"[-0.17223839461803436, 0.927615761756897]",0.5287026762962341,0.8430675864219666
29,"[-0.21777071058750153, 0.8163211941719055]",0.8812822699546814,0.8698480129241943
30,"[-0.13490350544452667, 0.8732500076293945]",0.7713522911071777,0.872955858707428
