Y,X1,X2,regret,iteration
0.8879357,-0.8106823,0.106381655,0.1120643,0.0
-1.374635,-0.45248294,2.8698502,0.1120643,1.0
-3.4837646,1.6679361,-0.8849814,0.1120643,2.0
0.9728484,-0.3500061,-0.1289506,0.027151585,3.0
0.88462627,0.21536922,-0.5366812,0.027151585,4.0
-0.050527647,0.2584598,1.8405218,0.027151585,5.0
-1.1286678,0.010545492,2.5252275,0.027151585,6.0
-0.6769065,-1.1177495,-0.9835427,0.027151585,7.0
0.9995742,0.7202351,0.54097915,0.00042581558,8.0
0.4582284,-0.44809198,1.4674139,0.00042581558,9.0
0.46363837,-0.739033,1.8026898,0.00042581558,10.0
-1.75056,0.033255816,2.8720527,0.00042581558,11.0
0.093723446,1.7817423,1.5275726,0.00042581558,12.0
0.8777843,-0.7966964,1.2129691,0.00042581558,13.0
-0.47277284,0.42307258,2.280178,0.00042581558,14.0
0.6197611,-0.8005316,-0.41190624,0.00042581558,15.0
-4.6577835,1.8965836,-0.52186775,0.00042581558,16.0
0.56847155,-0.6322484,1.5257678,0.00042581558,17.0
-3.0566177,1.6530175,-0.7554536,0.00042581558,18.0
0.9554072,-0.7245753,0.20246196,0.00042581558,19.0
0.55047816,0.48637486,-0.92358065,0.00042581558,20.0
0.78614134,0.06563783,0.79982424,0.00042581558,21.0
0.6549524,1.0002534,-0.016912699,0.00042581558,22.0
0.7772529,-1.8960483,2.8305578,0.00042581558,23.0
0.49579296,0.49219203,1.4710908,0.00042581558,24.0
-4.4528527,-1.9285173,-0.31477642,0.00042581558,25.0
0.983787,0.4493897,-0.011607647,0.00042581558,26.0
0.8790097,-1.47194,2.7160306,0.00042581558,27.0
-1.2087944,1.6037972,-0.0013024807,0.00042581558,28.0
-1.5913115,-0.45084786,2.987664,0.00042581558,29.0
0.7191388,1.2568603,2.4972618,0.00042581558,30.0
0.6385063,0.85864615,1.7785616,0.00042581558,31.0
-0.8948334,1.8273449,0.95640635,0.00042581558,32.0
0.9794813,-0.76272917,0.4071591,0.00042581558,33.0
0.9763706,-1.6315496,2.6214857,0.00042581558,34.0
-0.15815552,1.3974612,0.08932948,0.00042581558,35.0
0.7803963,-0.9636462,1.7161748,0.00042581558,36.0
0.97613657,-1.6078873,2.6451302,0.00042581558,37.0
0.9991923,0.5084431,0.2558887,0.00042581558,38.0
0.997718,1.1923585,1.5021923,0.00042581558,39.0
0.86722594,-0.2661357,0.68912506,0.00042581558,40.0
0.805247,-0.62589765,1.1386237,0.00042581558,41.0
0.9871302,0.7625241,0.38639092,0.00042581558,42.0
-0.80419314,-0.50111365,2.572762,0.00042581558,43.0
-0.41954315,-1.1621761,-0.701633,0.00042581558,44.0
0.89260924,0.11213422,0.573189,0.00042581558,45.0
-1.9426721,-0.0515275,2.9719915,0.00042581558,46.0
0.7659849,-1.7610986,2.3103876,0.00042581558,47.0
0.9940698,1.7193379,2.8438013,0.00042581558,48.0
-0.15043446,-0.51021385,2.111938,0.00042581558,49.0
-3.531834,-1.9266305,0.036330223,0.00042581558,50.0
0.43732667,-0.8808749,-0.5096111,0.00042581558,51.0
-2.765841,-1.7446041,-0.3063109,0.00042581558,52.0
-0.464557,0.5036504,2.3491845,0.00042581558,53.0
0.77173805,-1.047411,1.8988595,0.00042581558,54.0
0.87406147,1.2231207,0.88176227,0.00042581558,55.0
-0.24027893,1.2691276,-0.31807446,0.00042581558,56.0
0.041167807,-0.20550442,1.7339661,0.00042581558,57.0
0.11873464,0.17462325,1.6543725,0.00042581558,58.0
-0.313232,0.9277501,2.845574,0.00042581558,59.0
0.23199463,0.65110254,1.941432,0.00042581558,60.0
0.64840883,1.495842,1.2117193,0.00042581558,61.0
0.49266535,-0.39740634,1.3836873,0.00042581558,62.0
0.9529429,-1.2079146,1.1550474,0.00042581558,63.0
0.7154175,-0.9273102,1.7635648,0.00042581558,64.0
0.9822595,-0.20501137,0.23875499,0.00042581558,65.0
0.973788,-0.028937101,0.26169872,0.00042581558,66.0
0.26644537,0.9123373,-0.6510782,0.00042581558,67.0
0.71975553,0.15027928,0.9355533,0.00042581558,68.0
0.9907162,0.51314235,0.4229424,0.00042581558,69.0
0.30874455,0.061382532,1.4407635,0.00042581558,70.0
0.97352916,1.4487877,1.82078,0.00042581558,71.0
-0.50449455,-1.0797482,-0.9484358,0.00042581558,72.0
0.6534369,-0.14126801,-0.9932878,0.00042581558,73.0
-0.81117696,1.7904179,0.8759432,0.00042581558,74.0
0.7655626,-1.0944755,2.0099382,0.00042581558,75.0
-1.1818188,1.9380674,1.1994166,0.00042581558,76.0
-2.285659,1.9106655,0.5123813,0.00042581558,77.0
0.90783995,-0.4219098,0.68423104,0.00042581558,78.0
-3.4488578,1.9776301,0.2590332,0.00042581558,79.0
0.9399592,0.19514751,0.45478916,0.00042581558,80.0
0.6836251,0.6332476,-0.5725372,0.00042581558,81.0
0.1049707,-1.7891536,1.5863588,0.00042581558,82.0
0.9862406,1.042593,0.8838749,0.00042581558,83.0
0.78839964,-1.6259203,1.8913891,0.00042581558,84.0
-5.521585,1.9338958,-0.6822674,0.00042581558,85.0
-1.0906459,-0.14122534,2.5217268,0.00042581558,86.0
0.97202945,1.1338084,0.9961555,0.00042581558,87.0
0.04860036,1.4802368,0.50234604,0.00042581558,88.0
-0.8634619,0.76228285,2.9453554,0.00042581558,89.0
-1.5528709,1.8175409,0.5372429,0.00042581558,90.0
0.97134876,-0.72852397,0.76755023,0.00042581558,91.0
0.99818003,1.4937737,2.2863314,0.00042581558,92.0
0.53663945,1.9010549,2.4384406,0.00042581558,93.0
0.6983644,0.83717895,1.6519952,0.00042581558,94.0
-1.1995807,1.8671308,0.91883945,0.00042581558,95.0
-1.4023582,-1.2978911,-0.99022555,0.00042581558,96.0
-0.49788657,-0.45377493,2.3207462,0.00042581558,97.0
-0.86657006,-0.0028038025,2.3642528,0.00042581558,98.0
-0.25626037,-1.8387573,1.4605608,0.00042581558,99.0
0.9782556,-0.3196807,0.32086825,0.00042581558,100.0
