function,E,lipschitz_factor,kernel,local_std_label,local_std_value,seed,init_x,safety_violations,no_opt_possible,final_pred_opt,avg_pred_opt,true_optimum,ratio,n_observations,setting,L_base,L_source,violation_class
sphere_4D,0.05,1.1,matern52,medium,0.05,1,"[0.6386804580688477, 0.524665892124176, 0.6826140880584717, 0.30514949560165405]",0,False,0.9267144799232483,0.9084437989419506,1.0,0.9267144799232483,31,new_L_factored,1.0,new,none
sphere_4D,0.05,1.1,matern52,medium,0.05,2,"[0.6146950721740723, 0.38101285696029663, 0.6371143460273743, 0.47446107864379883]",0,False,0.9057866334915161,0.8976637913334754,1.0,0.9057866334915161,31,new_L_factored,1.0,new,none
sphere_4D,0.05,1.1,matern52,medium,0.05,3,"[0.5824220776557922, 0.4283205270767212, 0.44330739974975586, 0.17471283674240112]",0,False,0.9411039352416992,0.8895501417498435,1.0,0.9411039352416992,31,new_L_factored,1.0,new,none
sphere_4D,0.05,1.1,matern52,medium,0.05,4,"[0.5220290422439575, 0.3207423686981201, 0.607378363609314, 0.5232619047164917]",0,False,0.9012627601623535,0.9101876231931871,1.0,0.9012627601623535,31,new_L_factored,1.0,new,none
sphere_4D,0.0,1.0,matern52,medium,0.05,0,"[0.4368913173675537, 0.5190907716751099, 0.6158523559570312, 0.8101882934570312]",0,False,0.9144080877304077,0.8329401862236762,1.0,0.9144080877304077,31,old_L_raw,2.0,old,none
sphere_4D,0.0,1.0,matern52,medium,0.05,1,"[0.6386804580688477, 0.524665892124176, 0.6826140880584717, 0.30514949560165405]",0,False,0.9366254210472107,0.8808081611510246,1.0,0.9366254210472107,31,old_L_raw,2.0,old,none
sphere_4D,0.0,1.0,matern52,medium,0.05,2,"[0.6146950721740723, 0.38101285696029663, 0.6371143460273743, 0.47446107864379883]",0,False,0.9209272861480713,0.8911518204596734,1.0,0.9209272861480713,31,old_L_raw,2.0,old,none
sphere_4D,0.0,1.0,matern52,medium,0.05,3,"[0.5824220776557922, 0.4283205270767212, 0.44330739974975586, 0.17471283674240112]",0,False,0.8598189353942871,0.8209469491435636,1.0,0.8598189353942871,31,old_L_raw,2.0,old,none
sphere_4D,0.0,1.0,matern52,medium,0.05,4,"[0.5220290422439575, 0.3207423686981201, 0.607378363609314, 0.5232619047164917]",0,False,0.8853726983070374,0.889384517746587,1.0,0.8853726983070374,31,old_L_raw,2.0,old,none
sphere_4D,0.0,1.0,matern52,medium,0.05,0,"[0.4368913173675537, 0.5190907716751099, 0.6158523559570312, 0.8101882934570312]",0,False,0.8821514248847961,0.8261257313912914,1.0,0.8821514248847961,31,new_L_raw,1.0,new,none
sphere_4D,0.0,1.0,matern52,medium,0.05,1,"[0.6386804580688477, 0.524665892124176, 0.6826140880584717, 0.30514949560165405]",0,False,0.884157657623291,0.9077312677137314,1.0,0.884157657623291,31,new_L_raw,1.0,new,none
sphere_4D,0.0,1.0,matern52,medium,0.05,2,"[0.6146950721740723, 0.38101285696029663, 0.6371143460273743, 0.47446107864379883]",0,False,0.9223049879074097,0.9052887174390978,1.0,0.9223049879074097,31,new_L_raw,1.0,new,none
sphere_4D,0.0,1.0,matern52,medium,0.05,3,"[0.5824220776557922, 0.4283205270767212, 0.44330739974975586, 0.17471283674240112]",0,False,0.8421283960342407,0.8405708459115797,1.0,0.8421283960342407,31,new_L_raw,1.0,new,none
sphere_4D,0.0,1.0,matern52,medium,0.05,4,"[0.5220290422439575, 0.3207423686981201, 0.607378363609314, 0.5232619047164917]",0,False,0.8581362366676331,0.8993691455933356,1.0,0.8581362366676331,31,new_L_raw,1.0,new,none
sphere_6D,0.05,1.1,matern52,medium,0.05,0,"[0.6510535478591919, 0.7744860053062439, 0.4368913173675537, 0.5190907716751099, 0.6158523559570312, 0.8101882934570312]",0,False,0.7976950407028198,0.6937398660567499,1.0,0.7976950407028198,31,old_L_factored,2.0,old,none
