anchor_idx,radius,max_dist,n_escaped,n_total
0,0.03491806611418724,0.034918125718832016,0,10
0,0.03491806611418724,0.03491811454296112,0,10
1,0.030140066519379616,0.030140113085508347,0,10
0,0.03491806611418724,0.03491809964179993,0,10
1,0.030140066519379616,0.030140124261379242,0,10
2,0.026608576998114586,0.026608632877469063,0,10
0,0.03491806611418724,0.03491811454296112,0,10
1,0.030140066519379616,0.0301401074975729,0,10
2,0.026608576998114586,0.026608629152178764,0,10
3,0.022316817194223404,0.022316861897706985,0,10
0,0.03491806611418724,0.03491811081767082,0,10
1,0.030140066519379616,0.030140122398734093,0,10
2,0.026608576998114586,0.026608627289533615,0,10
3,0.022316817194223404,0.02231684699654579,0,10
4,0.01863713562488556,0.018637189641594887,0,10
0,0.03491806611418724,0.03491811826825142,0,10
1,0.030140066519379616,0.030140124261379242,0,10
2,0.026608576998114586,0.02660861797630787,0,10
3,0.022316817194223404,0.02231687121093273,0,10
4,0.01863713562488556,0.018637195229530334,0,10
5,0.01569494977593422,0.015694990754127502,0,10
0,0.03491806611418724,0.034918125718832016,0,10
1,0.030140066519379616,0.030140118673443794,0,10
2,0.026608576998114586,0.026608625426888466,0,10
3,0.022316817194223404,0.02231687493622303,0,10
4,0.01863713562488556,0.018637191504240036,0,10
5,0.01569494977593422,0.015695007517933846,0,10
6,0.01261499710381031,0.012615053914487362,0,10
0,0.03491806611418724,0.03491812199354172,0,10
1,0.030140066519379616,0.03014010190963745,0,10
2,0.026608576998114586,0.026608629152178764,0,10
3,0.022316817194223404,0.02231687493622303,0,10
4,0.01863713562488556,0.018637171015143394,0,10
5,0.01569494977593422,0.015694985166192055,0,10
6,0.01261499710381031,0.012615044601261616,0,10
7,0.009154549799859524,0.009154604747891426,0,10
0,0.03491806611418724,0.03491812199354172,0,10
1,0.030140066519379616,0.030140118673443794,0,10
2,0.026608576998114586,0.026608619838953018,0,10
3,0.022316817194223404,0.02231687679886818,0,10
4,0.01863713562488556,0.018637195229530334,0,10
5,0.01569494977593422,0.015695001929998398,0,10
6,0.01261499710381031,0.012615055777132511,0,10
7,0.009154549799859524,0.009154605679214,0,10
8,0.008269996382296085,0.008269964717328548,0,10
0,0.03491806611418724,0.03491811826825142,0,10
1,0.030140066519379616,0.030140122398734093,0,10
2,0.026608576998114586,0.02660863846540451,0,10
3,0.022316817194223404,0.022316865622997284,0,10
4,0.01863713562488556,0.018637191504240036,0,10
5,0.01569494977593422,0.01569500006735325,0,10
6,0.01261499710381031,0.012615052983164787,0,10
7,0.009154549799859524,0.009154584258794785,0,10
8,0.008269996382296085,0.008270053192973137,0,10
9,0.006902525667101145,0.006902568507939577,0,10
0,0.03491806611418724,0.034918107092380524,0,10
1,0.030140066519379616,0.030140122398734093,0,10
2,0.026608576998114586,0.026608632877469063,0,10
3,0.022316817194223404,0.022316863760352135,0,10
4,0.01863713562488556,0.018637195229530334,0,10
5,0.01569494977593422,0.015695007517933846,0,10
6,0.01261499710381031,0.012615049257874489,0,10
7,0.009154549799859524,0.009154606610536575,0,10
8,0.008269996382296085,0.00827003177255392,0,10
9,0.006902525667101145,0.006902581546455622,0,10
10,0.005384798627346754,0.005384809337556362,0,10
0,0.03491806611418724,0.03491811454296112,0,10
1,0.030140066519379616,0.030140118673443794,0,10
2,0.026608576998114586,0.02660863846540451,0,10
3,0.022316817194223404,0.022316861897706985,0,10
4,0.01863713562488556,0.018637176603078842,0,10
5,0.01569494977593422,0.015695003792643547,0,10
6,0.01261499710381031,0.012615052051842213,0,10
7,0.009154549799859524,0.009154568426311016,0,10
8,0.008269996382296085,0.008270048536360264,0,10
9,0.006902525667101145,0.0069025675766170025,0,10
10,0.005384798627346754,0.0053847976960241795,0,10
11,0.004442868288606405,0.00444289343431592,0,10
0,0.03491806611418724,0.03491812199354172,0,10
1,0.030140066519379616,0.030140118673443794,0,10
2,0.026608576998114586,0.026608619838953018,0,10
3,0.022316817194223404,0.022316856309771538,0,10
4,0.01863713562488556,0.01863717846572399,0,10
5,0.01569494977593422,0.015694977715611458,0,10
6,0.01261499710381031,0.012615038082003593,0,10
7,0.009154549799859524,0.009154596365988255,0,10
8,0.008269996382296085,0.008270055055618286,0,10
9,0.006902525667101145,0.006902511231601238,0,10
10,0.005384798627346754,0.005384779069572687,0,10
11,0.004442868288606405,0.0044429185800254345,0,10
12,0.0029379792977124453,0.0029380086343735456,0,10
0,0.03491806611418724,0.03491811826825142,0,10
1,0.030140066519379616,0.030140114948153496,0,10
2,0.026608576998114586,0.026608634740114212,0,10
3,0.022316817194223404,0.022316869348287582,0,10
4,0.01863713562488556,0.018637189641594887,0,10
5,0.01569494977593422,0.015694987028837204,0,10
6,0.01261499710381031,0.012615026906132698,0,10
7,0.009154549799859524,0.00915455911308527,0,10
8,0.008269996382296085,0.008270030841231346,0,10
9,0.006902525667101145,0.006902567110955715,0,10
10,0.005384798627346754,0.005384831689298153,0,10
11,0.004442868288606405,0.004442878533154726,0,10
12,0.0029379792977124453,0.002937987679615617,0,10
13,0.0024632441345602274,0.0024632480926811695,0,10
0,0.03491806611418724,0.034918129444122314,0,10
1,0.030140066519379616,0.030140122398734093,0,10
2,0.026608576998114586,0.02660861611366272,0,10
3,0.022316817194223404,0.022316863760352135,0,10
4,0.01863713562488556,0.018637187778949738,0,10
5,0.01569494977593422,0.015695003792643547,0,10
6,0.01261499710381031,0.012615054845809937,0,10
7,0.009154549799859524,0.009154603816568851,0,10
8,0.008269996382296085,0.008270048536360264,0,10
9,0.006902525667101145,0.006902532652020454,0,10
10,0.005384798627346754,0.005384841933846474,0,10
11,0.004442868288606405,0.004442878533154726,0,10
12,0.0029379792977124453,0.0029380128253251314,0,10
13,0.0024632441345602274,0.0024632688146084547,0,10
14,0.0016070413403213024,0.0016070925630629063,0,10
0,0.03491806611418724,0.03491812199354172,0,10
1,0.030140066519379616,0.030140122398734093,0,10
2,0.026608576998114586,0.026608621701598167,0,10
3,0.022316817194223404,0.022316863760352135,0,10
4,0.01863713562488556,0.018637191504240036,0,10
5,0.01569494977593422,0.015695007517933846,0,10
6,0.01261499710381031,0.012615048326551914,0,10
7,0.009154549799859524,0.009154591709375381,0,10
8,0.008269996382296085,0.00827004760503769,0,10
9,0.006902525667101145,0.0069025373086333275,0,10
10,0.005384798627346754,0.005384794436395168,0,10
11,0.004442868288606405,0.004442856181412935,0,10
12,0.0029379792977124453,0.002938012359663844,0,10
13,0.0024632441345602274,0.002463302807882428,0,10
14,0.0016070413403213024,0.0014963855501264334,0,10
15,0.0019551462028175592,0.001955185318365693,0,10
0,0.03491806611418724,0.03491811081767082,0,10
1,0.030140066519379616,0.030140088871121407,0,10
2,0.026608576998114586,0.026608610525727272,0,10
3,0.022316817194223404,0.02231687493622303,0,10
4,0.01863713562488556,0.018637193366885185,0,10
5,0.01569494977593422,0.01569497585296631,0,10
6,0.01261499710381031,0.012615050189197063,0,10
7,0.009154549799859524,0.009154605679214,0,10
8,0.008269996382296085,0.00827004760503769,0,10
9,0.006902525667101145,0.006902553606778383,0,10
10,0.005384798627346754,0.005384798161685467,0,10
11,0.004442868288606405,0.004442892502993345,0,10
12,0.0029379792977124453,0.0029380018822848797,0,10
13,0.0024632441345602274,0.002463255077600479,0,10
14,0.0016070413403213024,0.0016070547280833125,0,10
15,0.0019551462028175592,0.0019551150035113096,0,10
16,0.001320009701885283,0.001319974660873413,0,10
0,0.03491806611418724,0.03491811826825142,0,10
1,0.030140066519379616,0.030140114948153496,0,10
2,0.026608576998114586,0.02660861611366272,0,10
3,0.022316817194223404,0.02231685444712639,0,10
4,0.01863713562488556,0.018637163564562798,0,10
5,0.01569494977593422,0.01569500006735325,0,10
6,0.01261499710381031,0.012615054845809937,0,10
7,0.009154549799859524,0.009154601953923702,0,10
8,0.008269996382296085,0.008270010352134705,0,10
9,0.006902525667101145,0.006902569904923439,0,10
10,0.005384798627346754,0.005384837742894888,0,10
11,0.004442868288606405,0.004442903678864241,0,10
12,0.0029379792977124453,0.0029379890765994787,0,10
13,0.0024632441345602274,0.0024632373824715614,0,10
14,0.0016070413403213024,0.0016069917473942041,0,10
15,0.0019551462028175592,0.001955145038664341,0,10
16,0.001320009701885283,0.0013199709355831146,0,10
17,0.00149717356543988,0.0014159646816551685,0,10
0,0.03491806611418724,0.03491811826825142,0,10
1,0.030140066519379616,0.030140114948153496,0,10
2,0.026608576998114586,0.026608631014823914,0,10
3,0.022316817194223404,0.02231687121093273,0,10
4,0.01863713562488556,0.018637189641594887,0,10
5,0.01569494977593422,0.015695001929998398,0,10
6,0.01261499710381031,0.012615019455552101,0,10
7,0.009154549799859524,0.009154566563665867,0,10
8,0.008269996382296085,0.00827004760503769,0,10
9,0.006902525667101145,0.006902499124407768,0,10
10,0.005384798627346754,0.0053848400712013245,0,10
11,0.004442868288606405,0.004442909732460976,0,10
12,0.0029379792977124453,0.0029379650950431824,0,10
13,0.0024632441345602274,0.0024632601998746395,0,10
14,0.0016070413403213024,0.0016070094425231218,0,10
15,0.0019551462028175592,0.001955130835995078,0,10
16,0.001320009701885283,0.0013199718669056892,0,10
17,0.00149717356543988,0.0014971541240811348,0,10
