iteration,x,y,pred_opt
0,[0.7135938405990601],0.2562330365180969,0.2573823928833008
1,0.7286117672920227,0.28954964876174927,0.2811064124107361
2,0.6964760422706604,0.22862331569194794,0.28588739037513733
3,0.740135908126831,0.3032364547252655,0.293623149394989
4,0.6854152679443359,0.1876155287027359,0.29720795154571533
5,0.753691554069519,0.3034607172012329,0.29920345544815063
6,0.6718465685844421,0.16971097886562347,0.29923325777053833
7,0.7615724802017212,0.30720776319503784,0.30051326751708984
8,0.6624489426612854,0.1453656554222107,0.3005191683769226
9,0.7715173959732056,0.30170926451683044,0.30091264843940735
10,0.6504180431365967,0.10733254998922348,0.30093222856521606
