Y,X1,X2,X3,X4,X5,X6,regret,iteration,seed,config,timestamp,run_label
0.99832493,0.46760178,0.28901103,,,,,0.0051851273,33.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9898347,0.5114354,0.27382264,,,,,0.0051851273,34.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0050086,0.46760178,0.28901103,,,,,0.0051851273,35.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9992767,0.46760178,0.28901103,,,,,0.0051851273,36.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.99575937,0.46760178,0.28901103,,,,,0.0051851273,37.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0012505,0.46760178,0.28901103,,,,,0.0051851273,38.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0010709,0.46760178,0.28901103,,,,,0.0051851273,39.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0060306,0.49738786,0.27668846,,,,,0.0051851273,40.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.98750764,0.46760178,0.28901103,,,,,0.0051851273,41.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0023981,0.46760178,0.28901103,,,,,0.0051851273,42.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9896042,0.46760178,0.28901103,,,,,0.0051851273,43.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0072652,0.4742737,0.2854563,,,,,0.0051851273,44.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.99304473,0.46760178,0.28901103,,,,,0.0051851273,45.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.98787904,0.46760178,0.28901103,,,,,0.0051851273,46.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9898744,0.46760178,0.28901103,,,,,0.0051851273,47.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9985869,0.5102327,0.27403662,,,,,0.0051851273,48.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9933097,0.46760178,0.28901103,,,,,0.0051851273,49.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9913196,0.46760178,0.28901103,,,,,0.0051851273,50.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.004258,0.46760178,0.28901103,,,,,0.0051851273,51.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.99674386,0.5321878,0.2725775,,,,,0.0051851273,52.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0005562,0.5075449,0.2744355,,,,,0.0051851273,53.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
1.0030566,0.5444114,0.2734244,,,,,0.0051851273,54.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9925257,0.46760178,0.28901103,,,,,0.0051851273,55.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9878125,0.46760178,0.28901103,,,,,0.0051851273,56.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9949017,0.46760178,0.28901103,,,,,0.0051851273,57.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
0.9939067,0.46760178,0.28901103,,,,,0.0051851273,58.0,0,se_rosenbrock_2D,2026-08-08_14-14-05,rosenbrock2d_ucb_constant
