Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,regret,iteration,seed,config,timestamp,run_label
0.19707787,0.0724539,-0.53518885,-0.22450277,0.08658477,0.15274931,-0.17091978,0.008476151,0.006203247,0.0011966643,0.0013119053,0.7999,0.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.1486131,0.07717293,-0.61215925,-0.19828953,0.06948692,0.08281172,-0.17091978,0.008476149,0.006203255,0.0011966705,0.0013119025,0.7999,1.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.1208792,0.08043092,-0.66917557,-0.17918764,0.056575615,0.030925643,-0.17091976,0.0084761465,0.006203257,0.0011966688,0.0013119006,0.7999,2.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.10388313,0.08273872,-0.7144852,-0.16395146,0.046469934,-0.01097472,-0.17091976,0.0084761465,0.006203257,0.0011966688,0.0013119006,0.7999,3.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0736568,0.08445493,-0.75312275,-0.15114714,0.037943605,-0.04619593,-0.17091976,0.0084761465,0.006203257,0.0011966688,0.0013119006,0.7999,4.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.07245525,0.085886136,-0.77857536,-0.14212975,0.031840358,-0.070628814,-0.17082587,0.008475188,0.0061982805,0.0011916378,0.0013180228,0.7999,5.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.05613703,0.08742428,-0.8041961,-0.1334144,0.026114428,-0.09401152,-0.17082587,0.008475188,0.0061982805,0.0011916378,0.0013180228,0.7999,6.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.049509306,0.08845855,-0.8229027,-0.12715065,0.02195337,-0.11158564,-0.17082587,0.008475188,0.0061982805,0.0011916378,0.0013180228,0.7999,7.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.054523967,0.08948936,-0.83916545,-0.121994205,0.018134592,-0.12635946,-0.17082587,0.008475188,0.0061982805,0.0011916378,0.0013180228,0.7999,8.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.03344404,0.09040613,-0.8572195,-0.11573136,0.013607869,-0.14310984,-0.17082587,0.008475188,0.0061982805,0.0011916378,0.0013180228,0.7999,9.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.033026453,0.09095426,-0.86676884,-0.112489335,0.011430807,-0.15191104,-0.17083439,0.008498621,0.0061734403,0.0011952247,0.001327456,0.7999,10.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.027839132,0.091473855,-0.876062,-0.10932955,0.009294872,-0.16065703,-0.17083439,0.008498621,0.0061734407,0.001195225,0.0013274555,0.7999,11.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.025385218,0.09190472,-0.883398,-0.10687831,0.0077920426,-0.16729757,-0.17086309,0.008498798,0.0061653205,0.0011951873,0.0013241443,0.7999,12.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.024930404,0.09226009,-0.8896931,-0.104749985,0.0063865525,-0.17301725,-0.17086309,0.008498798,0.0061653205,0.0011951872,0.0013241437,0.7999,13.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.033744276,0.092485815,-0.8957381,-0.10271027,0.004983888,-0.17864068,-0.17086309,0.008498798,0.0061653205,0.0011951872,0.0013241437,0.7999,14.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.027556561,0.09280751,-0.90534425,-0.099458694,0.0029383714,-0.18768682,-0.17086309,0.008498798,0.006165322,0.0011951872,0.0013241437,0.7999,15.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.027154196,0.09321915,-0.91239697,-0.09698955,0.0012485588,-0.19433081,-0.17086309,0.008498798,0.006165322,0.0011951872,0.0013241437,0.7999,16.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.016741754,0.09367397,-0.91952884,-0.09449487,-0.000390928,-0.2005195,-0.17088903,0.008669778,0.006165322,0.0011951872,0.0013241437,0.7999,17.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.029712042,0.09386402,-0.92229044,-0.0936362,-0.0009989657,-0.20299771,-0.17088903,0.008669778,0.006165322,0.0011951872,0.0013241437,0.7999,18.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.017387567,0.09450414,-0.9302768,-0.09086593,-0.0027950779,-0.2104085,-0.17089614,0.008628791,0.0061650025,0.0011949529,0.0013225309,0.7999,19.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.027644945,0.09464878,-0.9333208,-0.08982243,-0.0033816465,-0.21309774,-0.17089614,0.008628791,0.0061650025,0.0011949529,0.0013225309,0.7999,20.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.02390528,0.09503903,-0.9404918,-0.08733106,-0.00499568,-0.21970558,-0.17089848,0.008629872,0.0061641387,0.001194202,0.0013222335,0.7999,21.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.025648098,0.09537062,-0.9461601,-0.08554572,-0.0062713795,-0.22493687,-0.17085953,0.008629838,0.006164126,0.0011938266,0.001322532,0.7999321,22.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.019744368,0.09579308,-0.952458,-0.08346897,-0.0076543754,-0.23090729,-0.17085953,0.008629838,0.006164126,0.0011938266,0.001322532,0.7999,23.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.010318002,0.09596827,-0.9563623,-0.08214987,-0.008583088,-0.23459022,-0.17085953,0.008629837,0.006164126,0.0011938266,0.001322532,0.7999,24.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.021756692,0.09597301,-0.95647764,-0.0821442,-0.008580836,-0.23464221,-0.17085953,0.008629837,0.006164126,0.0011938266,0.001322532,0.7999,25.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.010562468,0.09599826,-0.9613034,-0.08055248,-0.009825187,-0.23895024,-0.17085953,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,26.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.021950884,0.096016005,-0.96145624,-0.08051146,-0.009879685,-0.23912795,-0.17085953,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,27.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.016115036,0.09634305,-0.9663247,-0.07874002,-0.011007426,-0.2435159,-0.17085953,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,28.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.021581901,0.09646188,-0.96872675,-0.07794313,-0.011558431,-0.24586259,-0.17085953,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,29.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0069918935,0.09682707,-0.97354776,-0.07638022,-0.012553503,-0.25007614,-0.17085953,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,30.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.01863017,0.0967789,-0.9735139,-0.076450534,-0.012581347,-0.25013703,-0.17085953,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,31.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.022934709,0.09692077,-0.9768944,-0.07514364,-0.013415376,-0.25341457,-0.17081273,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,32.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.015513661,0.097172156,-0.98227614,-0.0733985,-0.014604221,-0.25812587,-0.17081273,0.008629836,0.0061641266,0.0011938267,0.0013225316,0.7999,33.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.014150531,0.09736405,-0.9845958,-0.07254618,-0.015201633,-0.25996917,-0.17088719,0.008646638,0.0062102526,0.0011938267,0.0013225316,0.7999,34.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0036947494,0.09768939,-0.98627937,-0.07226152,-0.015713371,-0.2614719,-0.1708312,0.008664739,0.0062302034,0.0011942702,0.001348078,0.7999,35.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.020624295,0.09743984,-0.98625684,-0.07194889,-0.015635956,-0.26146358,-0.17089446,0.008694668,0.006211013,0.0011934437,0.0013244622,0.7999,36.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.014360603,0.097557984,-0.9905445,-0.070516184,-0.016718026,-0.2654408,-0.17089446,0.008694668,0.006211013,0.0011934435,0.0013244626,0.7999,37.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.010652809,0.097284175,-0.99207056,-0.06976955,-0.017091842,-0.26717937,-0.17099951,0.008677311,0.0062280153,0.001188984,0.0013508429,0.7999,38.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.016116966,0.09726362,-0.9923222,-0.06972947,-0.017082894,-0.26727334,-0.17102963,0.0086780945,0.006228141,0.0011889595,0.001354019,0.7999,39.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.015648205,0.09740434,-0.99472594,-0.06895663,-0.017650582,-0.26962155,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,40.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.01887779,0.09753291,-0.9969849,-0.06812556,-0.018189456,-0.27169633,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,41.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0018145712,0.09753744,-0.99708235,-0.06816565,-0.018154977,-0.27161017,-0.1709783,0.008738158,0.006228141,0.0011889595,0.0013540188,0.7999,42.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.016680203,0.1009791,-0.9969849,-0.06812556,-0.018189456,-0.27169633,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,43.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0035684267,0.10140642,-0.9998033,-0.06731393,-0.01892129,-0.27400187,-0.17098467,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,44.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.020791026,0.10123702,-0.99961334,-0.06719235,-0.018810133,-0.27422702,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,45.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0070169717,0.10116776,-0.9997383,-0.06718552,-0.018796599,-0.27409613,-0.17090559,0.008771744,0.006261649,0.0012085809,0.001351934,0.7999,46.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0018269205,0.09789327,-0.9999118,-0.06671606,-0.019311212,-0.27539995,-0.171367,0.00921258,0.0063275113,0.0011889595,0.001354019,0.7999,47.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0038437531,0.10123013,-0.9997436,-0.06723817,-0.018757276,-0.27411562,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,48.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0108195115,0.10123907,-0.9997556,-0.06746418,-0.018792417,-0.27416426,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,49.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0072482424,0.10124078,-0.99998033,-0.06736282,-0.018829588,-0.27444887,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,50.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
0.0052765976,0.097234465,-0.9999154,-0.06676932,-0.019168824,-0.27551323,-0.1709783,0.008738158,0.006228141,0.0011889595,0.001354019,0.7999,51.0,0,matern_gaussian_10D,2026-08-10_18-26-42,gaussian_10D_ucb_constant
